3553009624.219000	2.250451	2.250327	2.250243
3553009624.703000	2.250473	2.250322	2.250215
3553009625.203000	2.250494	2.250363	2.250188
3553009625.703000	2.250554	2.250349	2.250212
3553009626.204000	2.250561	2.250353	2.250219
3553009626.703000	2.250497	2.250328	2.250223
3553009627.203000	2.250546	2.250413	2.250258
3553009627.704000	2.250529	2.250369	2.250235
3553009628.203000	2.250531	2.250368	2.250239
3553009628.704000	2.250531	2.250371	2.250231
3553009629.203000	2.250472	2.250384	2.250260
3553009629.703000	2.250535	2.250368	2.250249
3553009630.214000	2.250523	2.250381	2.250235
3553009630.703000	2.250572	2.250374	2.250269
3553009631.203000	2.250519	2.250356	2.250269
3553009631.703000	2.250554	2.250387	2.250254
3553009632.203000	2.250534	2.250318	2.250239
3553009632.704000	2.250579	2.250458	2.250299
3553009633.203000	2.250524	2.250400	2.250295
3553009633.703000	2.250546	2.250423	2.250256
3553009634.203000	2.250584	2.250408	2.250284
3553009634.702000	2.250568	2.250430	2.250342
3553009635.202000	2.250528	2.250363	2.250232
3553009635.704000	2.250502	2.250397	2.250257
3553009636.205000	2.250575	2.250406	2.250225
3553009636.703000	2.250560	2.250422	2.250246
3553009637.204000	2.250565	2.250334	2.250281
3553009637.703000	2.250551	2.250421	2.250453
3553009638.203000	2.250850	2.250936	2.251146
3553009638.704000	2.251373	2.251553	2.251923
3553009639.203000	2.252071	2.252183	2.252793
3553009639.703000	2.252808	2.252881	2.253498
3553009640.205000	2.253647	2.253525	2.254195
3553009640.701000	2.254222	2.254134	2.254858
3553009641.203000	2.254897	2.254669	2.255361
3553009641.703000	2.255496	2.255183	2.255854
3553009642.204000	2.256058	2.255635	2.256303
3553009642.703000	2.256519	2.256050	2.256652
3553009643.203000	2.256927	2.256474	2.257046
3553009643.703000	2.257282	2.256850	2.257378
3553009644.204000	2.257614	2.257097	2.257632
3553009644.703000	2.257956	2.257396	2.257839
3553009645.203000	2.258153	2.257692	2.258106
3553009645.703000	2.258384	2.257906	2.258271
3553009646.203000	2.258606	2.258078	2.258410
3553009646.703000	2.258771	2.258266	2.258613
3553009647.203000	2.258894	2.258474	2.258722
3553009647.703000	2.259043	2.258567	2.258819
3553009648.203000	2.259173	2.258750	2.258967
3553009648.704000	2.259284	2.258913	2.259030
3553009649.203000	2.259350	2.259026	2.259180
3553009649.704000	2.259509	2.259080	2.259221
3553009650.203000	2.259519	2.259187	2.259297
3553009650.703000	2.259605	2.259290	2.259370
3553009651.203000	2.259665	2.259375	2.259440
3553009651.703000	2.259742	2.259404	2.259476
3553009652.203000	2.259808	2.259457	2.259509
3553009652.704000	2.259817	2.259478	2.259530
3553009653.203000	2.259851	2.259592	2.259640
3553009653.703000	2.259899	2.259638	2.259604
3553009654.205000	2.259925	2.259659	2.259672
3553009654.703000	2.259890	2.259725	2.259692
3553009655.202000	2.259949	2.259695	2.259744
3553009655.704000	2.260028	2.259764	2.259688
3553009656.204000	2.260004	2.259760	2.259738
3553009656.703000	2.260005	2.259783	2.259741
3553009657.204000	2.260031	2.259832	2.259800
3553009657.703000	2.260058	2.259849	2.259840
3553009658.204000	2.260002	2.259837	2.259824
3553009658.704000	2.260074	2.259855	2.259829
3553009659.203000	2.260113	2.259871	2.259859
3553009659.703000	2.260113	2.259916	2.259879
3553009660.204000	2.260044	2.259913	2.259885
3553009660.703000	2.260083	2.259913	2.259875
3553009661.203000	2.260146	2.259964	2.259902
3553009661.703000	2.260089	2.259977	2.259922
3553009662.203000	2.260106	2.260004	2.259935
3553009662.704000	2.260125	2.259960	2.259898
3553009663.204000	2.260188	2.259970	2.259909
3553009663.704000	2.260141	2.259971	2.259920
3553009664.204000	2.260158	2.259957	2.259966
3553009664.702000	2.260165	2.259983	2.259929
3553009665.203000	2.260149	2.260030	2.259945
3553009665.704000	2.260185	2.260000	2.259962
3553009666.204000	2.260156	2.260049	2.259940
3553009666.703000	2.260159	2.260010	2.259940
3553009667.203000	2.260145	2.260005	2.259945
3553009667.703000	2.260167	2.260041	2.259957
3553009668.203000	2.260161	2.260049	2.259950
3553009668.704000	2.260237	2.260039	2.259986
3553009669.203000	2.260188	2.260072	2.259964
3553009669.703000	2.260156	2.259990	2.259930
3553009670.204000	2.260164	2.260008	2.259924
3553009670.703000	2.260168	2.260028	2.259944
3553009671.204000	2.260177	2.260024	2.259972
3553009671.703000	2.260175	2.260002	2.259945
3553009672.204000	2.260132	2.259984	2.259922
3553009672.703000	2.260139	2.260028	2.259962
3553009673.203000	2.260156	2.260044	2.259928
3553009673.705000	2.260204	2.260023	2.259945
3553009674.204000	2.260185	2.259949	2.259964
3553009674.703000	2.260139	2.260000	2.259920
3553009675.202000	2.260147	2.260025	2.259893
3553009675.703000	2.260090	2.259945	2.259940
3553009676.203000	2.260167	2.260009	2.259953
3553009676.701000	2.260157	2.259991	2.259909
3553009677.204000	2.260103	2.259964	2.259893
3553009677.703000	2.260143	2.260000	2.259888
3553009678.203000	2.260097	2.259990	2.259916
3553009678.703000	2.260114	2.259948	2.259930
3553009679.203000	2.260221	2.259988	2.259920
3553009679.704000	2.260095	2.259929	2.259927
3553009680.204000	2.260148	2.259956	2.259944
3553009680.704000	2.260063	2.259997	2.259929
3553009681.203000	2.260108	2.260026	2.259901
3553009681.704000	2.260077	2.259948	2.259860
3553009682.203000	2.260079	2.259960	2.259918
3553009682.703000	2.260095	2.259956	2.259876
3553009683.204000	2.260081	2.259998	2.259874
3553009683.703000	2.260086	2.259975	2.259875
3553009684.205000	2.260102	2.259912	2.259838
3553009684.703000	2.260077	2.259961	2.259855
3553009685.203000	2.260108	2.259951	2.259872
3553009685.703000	2.260063	2.259976	2.259860
3553009686.203000	2.260089	2.259969	2.259823
3553009686.704000	2.260090	2.259944	2.259850
3553009687.203000	2.260088	2.259946	2.259879
3553009687.703000	2.260095	2.259914	2.259877
3553009688.204000	2.260050	2.259940	2.259867
3553009688.704000	2.260035	2.259948	2.259832
