3557324451.707000	2.247081	2.247044	2.247071
3557324452.209000	2.247042	2.247044	2.247086
3557324452.708000	2.247051	2.247030	2.247130
3557324453.209000	2.247077	2.247000	2.247107
3557324453.709000	2.247060	2.247044	2.247186
3557324454.210000	2.247079	2.247058	2.247144
3557324454.709000	2.247037	2.247034	2.247192
3557324455.210000	2.247103	2.247030	2.247127
3557324455.709000	2.247075	2.246987	2.247167
3557324456.211000	2.247092	2.247034	2.247203
3557324456.710000	2.247043	2.247049	2.247117
3557324457.208000	2.247080	2.247033	2.247159
3557324457.709000	2.247103	2.247022	2.247157
3557324458.208000	2.247064	2.247067	2.247150
3557324458.709000	2.247054	2.247024	2.247125
3557324459.209000	2.247097	2.247059	2.247145
3557324459.710000	2.247106	2.247045	2.247166
3557324460.209000	2.247069	2.247046	2.247159
3557324460.711000	2.247102	2.247079	2.247145
3557324461.211000	2.247144	2.247056	2.247161
3557324461.708000	2.247108	2.247072	2.247223
3557324462.209000	2.247118	2.247012	2.247150
3557324462.710000	2.247088	2.247103	2.247153
3557324463.209000	2.247107	2.247106	2.247203
3557324463.709000	2.247043	2.247108	2.247151
3557324464.208000	2.247079	2.247072	2.247148
3557324464.709000	2.247170	2.247090	2.247212
3557324465.208000	2.247100	2.247044	2.247194
3557324465.709000	2.247119	2.247116	2.247172
3557324466.210000	2.247051	2.247072	2.247239
3557324466.709000	2.247112	2.247088	2.247226
3557324467.210000	2.247107	2.247087	2.247193
3557324467.709000	2.247127	2.247077	2.247186
3557324468.209000	2.247133	2.247048	2.247182
3557324468.709000	2.247095	2.247079	2.247187
3557324469.208000	2.247146	2.247074	2.247185
3557324469.708000	2.247085	2.247135	2.247211
3557324470.209000	2.247069	2.247061	2.247187
3557324470.710000	2.247113	2.247030	2.247224
3557324471.211000	2.247125	2.247083	2.247228
3557324471.709000	2.247143	2.247095	2.247193
3557324472.209000	2.247129	2.247046	2.247194
3557324472.709000	2.247117	2.247074	2.247174
3557324473.210000	2.247174	2.247106	2.247215
3557324473.708000	2.247199	2.247109	2.247261
3557324474.208000	2.247160	2.247095	2.247235
3557324474.709000	2.247144	2.247118	2.247231
3557324475.209000	2.247162	2.247113	2.247231
3557324475.709000	2.247172	2.247141	2.247231
3557324476.209000	2.247139	2.247127	2.247236
3557324476.709000	2.247125	2.247135	2.247258
3557324477.209000	2.247103	2.247091	2.247253
3557324477.708000	2.247172	2.247106	2.247228
3557324478.210000	2.247176	2.247148	2.247223
3557324478.709000	2.247127	2.247130	2.247230
3557324479.210000	2.247175	2.247141	2.247250
3557324479.709000	2.247103	2.247164	2.247230
3557324480.209000	2.247182	2.247166	2.247215
3557324480.709000	2.247157	2.247160	2.247274
3557324481.208000	2.247167	2.247104	2.247265
3557324481.707000	2.247187	2.247180	2.247225
3557324482.208000	2.247141	2.247129	2.247221
3557324482.710000	2.247135	2.247111	2.247263
3557324483.210000	2.247175	2.247133	2.247250
3557324483.710000	2.247172	2.247082	2.247297
3557324484.209000	2.247102	2.247122	2.247288
3557324484.707000	2.247128	2.247124	2.247233
3557324485.209000	2.247166	2.247119	2.247260
3557324485.709000	2.247204	2.247153	2.247293
3557324486.209000	2.247177	2.247180	2.247200
3557324486.709000	2.247162	2.247135	2.247252
3557324487.209000	2.247125	2.247191	2.247298
3557324487.709000	2.247164	2.247151	2.247295
3557324488.209000	2.247178	2.247203	2.247258
3557324488.709000	2.247169	2.247128	2.247251
3557324489.209000	2.247146	2.247122	2.247276
3557324489.710000	2.247139	2.247205	2.247292
3557324490.209000	2.247124	2.247157	2.247295
3557324490.710000	2.247180	2.247167	2.247305
3557324491.209000	2.247205	2.247176	2.247318
3557324491.709000	2.247135	2.247190	2.247323
3557324492.209000	2.247213	2.247219	2.247335
3557324492.710000	2.247198	2.247132	2.247245
3557324493.209000	2.247213	2.247132	2.247293
3557324493.709000	2.247196	2.247172	2.247336
3557324494.210000	2.247156	2.247178	2.247319
3557324494.711000	2.247204	2.247149	2.247292
3557324495.209000	2.247190	2.247183	2.247289
3557324495.711000	2.247144	2.247160	2.247307
3557324496.209000	2.247198	2.247192	2.247290
3557324496.709000	2.247191	2.247212	2.247351
3557324497.209000	2.247205	2.247185	2.247348
3557324497.708000	2.247197	2.247228	2.247332
3557324498.209000	2.247203	2.247183	2.247277
3557324498.709000	2.247221	2.247204	2.247314
3557324499.210000	2.247250	2.247226	2.247321
3557324499.707000	2.247194	2.247228	2.247309
3557324500.209000	2.247255	2.247194	2.247323
3557324500.707000	2.247245	2.247224	2.247348
3557324501.208000	2.247230	2.247185	2.247319
3557324501.709000	2.247186	2.247257	2.247300
3557324502.209000	2.247194	2.247255	2.247325
3557324502.711000	2.247208	2.247230	2.247250
3557324503.209000	2.247198	2.247213	2.247337
3557324503.710000	2.247261	2.247247	2.247325
3557324504.208000	2.247214	2.247226	2.247283
3557324504.707000	2.247213	2.247255	2.247367
3557324505.208000	2.247231	2.247175	2.247331
3557324505.707000	2.247265	2.247221	2.247325
3557324506.209000	2.247293	2.247237	2.247373
3557324506.707000	2.247204	2.247183	2.247318
3557324507.208000	2.247218	2.247230	2.247321
3557324507.707000	2.247277	2.247253	2.247356
3557324508.209000	2.247234	2.247213	2.247311
3557324508.709000	2.247288	2.247220	2.247356
3557324509.209000	2.247240	2.247216	2.247339
3557324509.707000	2.247253	2.247215	2.247340
3557324510.208000	2.247261	2.247180	2.247342
3557324510.710000	2.247226	2.247249	2.247393
3557324511.209000	2.247251	2.247233	2.247361
3557324511.709000	2.247294	2.247258	2.247391
3557324512.209000	2.247231	2.247284	2.247340
3557324512.710000	2.247253	2.247257	2.247346
3557324513.208000	2.247245	2.247274	2.247337
3557324513.710000	2.247219	2.247234	2.247315
3557324514.210000	2.247205	2.247262	2.247415
3557324514.709000	2.247279	2.247273	2.247386
3557324515.209000	2.247250	2.247256	2.247406
3557324515.710000	2.247284	2.247262	2.247323
3557324516.210000	2.247267	2.247289	2.247378
3557324516.709000	2.247246	2.247211	2.247366
3557324517.209000	2.247268	2.247207	2.247342
3557324517.709000	2.247270	2.247268	2.247342
3557324518.208000	2.247221	2.247239	2.247341
3557324518.709000	2.247298	2.247311	2.247355
3557324519.211000	2.247314	2.247304	2.247436
3557324519.710000	2.247279	2.247286	2.247399
3557324520.208000	2.247262	2.247252	2.247377
3557324520.709000	2.247263	2.247270	2.247390
3557324521.210000	2.247298	2.247244	2.247403
3557324521.709000	2.247287	2.247274	2.247385
3557324522.209000	2.247268	2.247299	2.247448
3557324522.711000	2.247267	2.247304	2.247411
3557324523.209000	2.247240	2.247320	2.247383
3557324523.708000	2.247303	2.247326	2.247357
3557324524.209000	2.247309	2.247249	2.247437
3557324524.708000	2.247286	2.247250	2.247382
3557324525.209000	2.247348	2.247302	2.247380
3557324525.710000	2.247295	2.247345	2.247425
3557324526.211000	2.247304	2.247273	2.247340
3557324526.708000	2.247324	2.247279	2.247423
3557324527.209000	2.247321	2.247313	2.247444
3557324527.710000	2.247309	2.247281	2.247427
3557324528.209000	2.247352	2.247330	2.247440
3557324528.709000	2.247282	2.247239	2.247374
3557324529.209000	2.247321	2.247311	2.247440
3557324529.711000	2.247294	2.247287	2.247464
3557324530.209000	2.247323	2.247339	2.247427
3557324530.709000	2.247315	2.247305	2.247414
3557324531.209000	2.247311	2.247297	2.247414
3557324531.709000	2.247351	2.247294	2.247416
3557324532.209000	2.247262	2.247289	2.247441
3557324532.709000	2.247329	2.247339	2.247414
3557324533.209000	2.247357	2.247335	2.247458
3557324533.709000	2.247346	2.247310	2.247437
3557324534.210000	2.247320	2.247282	2.247435
3557324534.710000	2.247384	2.247325	2.247426
3557324535.209000	2.247329	2.247346	2.247485
3557324535.711000	2.247326	2.247351	2.247441
3557324536.209000	2.247313	2.247303	2.247464
3557324536.709000	2.247352	2.247292	2.247416
3557324537.209000	2.247367	2.247350	2.247485
3557324537.708000	2.247305	2.247318	2.247472
3557324538.210000	2.247356	2.247330	2.247490
3557324538.709000	2.247325	2.247289	2.247395
3557324539.209000	2.247356	2.247367	2.247454
3557324539.709000	2.247320	2.247344	2.247396
3557324540.209000	2.247348	2.247361	2.247451
3557324540.710000	2.247380	2.247356	2.247489
3557324541.209000	2.247401	2.247356	2.247467
3557324541.710000	2.247388	2.247309	2.247426
3557324542.209000	2.247320	2.247335	2.247486
3557324542.710000	2.247356	2.247321	2.247474
3557324543.209000	2.247351	2.247344	2.247422
3557324543.709000	2.247379	2.247389	2.247427
3557324544.208000	2.247351	2.247357	2.247430
3557324544.710000	2.247363	2.247321	2.247469
3557324545.210000	2.247393	2.247344	2.247465
3557324545.709000	2.247321	2.247313	2.247414
3557324546.209000	2.247353	2.247284	2.247448
3557324546.709000	2.247346	2.247303	2.247479
3557324547.209000	2.247395	2.247377	2.247463
3557324547.709000	2.247377	2.247302	2.247512
3557324548.209000	2.247369	2.247388	2.247472
3557324548.709000	2.247395	2.247366	2.247453
3557324549.208000	2.247358	2.247409	2.247491
3557324549.709000	2.247357	2.247367	2.247467
3557324550.209000	2.247388	2.247331	2.247467
3557324550.709000	2.247374	2.247372	2.247536
3557324551.210000	2.247360	2.247385	2.247426
3557324551.709000	2.247346	2.247321	2.247460
3557324552.209000	2.247362	2.247348	2.247441
3557324552.710000	2.247367	2.247367	2.247444
