3584469046.505000	24.347056	24.141162	23.693940	23.865678	23.395472	23.207454	23.880362	23.560507	23.413668	24.715112	24.411538	24.551674	24.188725	23.593386
3584469047.015000	24.343864	24.060081	23.710539	23.875574	23.362593	23.316307	23.913560	23.596898	23.408879	24.804174	24.465804	24.548481	24.216816	23.674148
3584469047.508000	24.310985	24.180744	23.731926	23.872062	23.406964	23.278320	23.875574	23.603282	23.426756	24.711601	24.455909	24.594449	24.294385	23.690747
3584469048.011000	24.325669	24.172445	23.753314	23.913560	23.365785	23.247037	23.898557	23.609986	23.398984	24.769379	24.429733	24.611048	24.261506	23.624670
3584469048.502000	24.394938	24.114667	23.693940	23.881958	23.377277	23.186066	23.883873	23.543908	23.393876	24.749588	24.472508	24.573061	24.248099	23.623074
3584469049.005000	24.409942	24.121370	23.710539	23.822584	23.441759	23.192770	23.918349	23.601686	23.511029	24.736500	24.510495	24.584553	24.213624	23.669360
3584469049.508000	24.325669	24.129351	23.715646	23.849079	23.397068	23.233949	23.918349	23.594983	23.440163	24.732988	24.475700	24.589660	24.257995	23.631373
3584469050.008000	24.310985	24.195428	23.748526	23.908453	23.364189	23.184470	23.896961	23.530820	23.444951	24.716708	24.444417	24.512091	24.250014	23.670956
3584469050.514000	24.362059	24.208516	23.771509	23.881958	23.436651	23.250548	23.903665	23.562103	23.408879	24.759483	24.461016	24.581361	24.177233	23.769913
3584469051.011000	24.327265	24.168933	23.741822	23.870466	23.428671	23.245441	23.826095	23.522520	23.444951	24.749588	24.513687	24.518794	24.216816	23.662656
3584469051.504000	24.368763	24.114667	23.700643	23.819392	23.395472	23.225649	23.826095	23.603282	23.406964	24.736500	24.462612	24.544970	24.228308	23.634565
3584469052.008000	24.373551	24.198620	23.755229	23.878766	23.383981	23.237141	23.929840	23.557315	23.468254	24.705217	24.413134	24.594449	24.155845	23.656272
3584469052.507000	24.386639	24.244907	23.731926	23.811092	23.387173	23.273532	23.903665	23.656272	23.502729	24.789171	24.442821	24.554866	24.241715	23.600090
3584469053.014000	24.376743	24.149142	23.837587	23.873978	23.425159	23.166275	23.906857	23.611582	23.410476	24.752780	24.536990	24.607856	24.257995	23.672552
