3614623211.846000	2.226051	2.226452	2.226692	2.226635	2.226963	2.227125	-0.020260	-1.072064	2.226493	2.226899	2.226707	2.226529	2.226476	2.226766
3614623212.346000	2.226044	2.226395	2.226689	2.226649	2.226981	2.227154	-0.021243	-1.072193	2.226544	2.226942	2.226794	2.226576	2.226426	2.226805
3614623212.846000	2.226089	2.226378	2.226688	2.226610	2.226991	2.227082	-0.021579	-1.075272	2.226486	2.226887	2.226709	2.226569	2.226433	2.226793
3614623213.346000	2.226057	2.226407	2.226684	2.226599	2.227005	2.227118	-0.021875	-1.077460	2.226450	2.226882	2.226743	2.226636	2.226447	2.226792
3614623213.846000	2.226041	2.226358	2.226684	2.226622	2.226959	2.227091	-0.022372	-1.075516	2.226473	2.226885	2.226750	2.226596	2.226431	2.226783
3614623214.346000	2.226098	2.226370	2.226699	2.226636	2.226987	2.227173	-0.020150	-1.072220	2.226503	2.226915	2.226745	2.226582	2.226519	2.226826
3614623214.847000	2.226041	2.226377	2.226666	2.226672	2.226983	2.227085	-0.018857	-1.070405	2.226464	2.226946	2.226734	2.226597	2.226381	2.226815
3614623215.347000	2.226044	2.226380	2.226713	2.226583	2.226969	2.227057	-0.021828	-1.073727	2.226406	2.226895	2.226792	2.226538	2.226450	2.226792
3614623215.846000	2.226074	2.226380	2.226655	2.226615	2.226966	2.227161	-0.021435	-1.075414	2.226465	2.226923	2.226703	2.226603	2.226484	2.226814
3614623216.346000	2.226039	2.226395	2.226675	2.226603	2.226983	2.227134	-0.020973	-1.073595	2.226506	2.226888	2.226742	2.226552	2.226439	2.226736
3614623216.846000	2.226039	2.226426	2.226638	2.226596	2.227055	2.227109	-0.020828	-1.073704	2.226454	2.226937	2.226720	2.226588	2.226415	2.226729
3614623217.346000	2.226027	2.226436	2.226694	2.226608	2.226985	2.227116	-0.021389	-1.074474	2.226463	2.226901	2.226734	2.226565	2.226445	2.226805
3614623217.846000	2.226046	2.226397	2.226683	2.226646	2.226963	2.227116	-0.021801	-1.077824	2.226465	2.226947	2.226671	2.226561	2.226426	2.226782
3614623218.346000	2.226041	2.226421	2.226645	2.226641	2.226976	2.227155	-0.020429	-1.074331	2.226496	2.226906	2.226771	2.226566	2.226407	2.226758
3614623218.847000	2.226133	2.226422	2.226689	2.226631	2.226986	2.227198	-0.020076	-1.071564	2.226486	2.226955	2.226751	2.226606	2.226450	2.226815
3614623219.346000	2.226082	2.226406	2.226698	2.226657	2.226979	2.227165	-0.019452	-1.071086	2.226487	2.226896	2.226784	2.226614	2.226428	2.226798
3614623219.846000	2.226061	2.226396	2.226667	2.226662	2.227008	2.227160	-0.022613	-1.076338	2.226493	2.226892	2.226756	2.226573	2.226474	2.226820
3614623220.346000	2.226110	2.226415	2.226692	2.226606	2.227016	2.227136	-0.019501	-1.075023	2.226502	2.226917	2.226825	2.226640	2.226453	2.226813
3614623220.845000	2.226088	2.226411	2.226643	2.226620	2.226921	2.227140	-0.017726	-1.070061	2.226464	2.226913	2.226773	2.226597	2.226432	2.226789
3614623221.346000	2.226078	2.226412	2.226645	2.226589	2.226989	2.227155	-0.017840	-1.070341	2.226485	2.226895	2.226673	2.226592	2.226514	2.226805
3614623221.847000	2.226055	2.226359	2.226680	2.226597	2.226984	2.227120	-0.017051	-1.069930	2.226465	2.226897	2.226761	2.226606	2.226453	2.226817
3614623222.347000	2.226072	2.226413	2.226719	2.226618	2.226987	2.227118	-0.021223	-1.074421	2.226505	2.226913	2.226759	2.226556	2.226459	2.226798
3614623222.847000	2.226128	2.226388	2.226684	2.226639	2.226980	2.227096	-0.018775	-1.073235	2.226454	2.226859	2.226780	2.226652	2.226432	2.226737
3614623223.346000	2.226108	2.226443	2.226697	2.226635	2.227028	2.227112	-0.017556	-1.071066	2.226470	2.226880	2.226774	2.226582	2.226513	2.226768
3614623223.846000	2.226060	2.226400	2.226710	2.226614	2.227000	2.227119	-0.017198	-1.070057	2.226432	2.226887	2.226710	2.226511	2.226450	2.226826
3614623224.346000	2.226114	2.226438	2.226757	2.226668	2.227010	2.227170	-0.022275	-1.073840	2.226471	2.226918	2.226724	2.226583	2.226471	2.226827
3614623224.846000	2.226083	2.226445	2.226684	2.226630	2.226990	2.227186	-0.019874	-1.073203	2.226470	2.226909	2.226774	2.226661	2.226473	2.226772
3614623225.346000	2.226093	2.226381	2.226707	2.226650	2.227051	2.227145	-0.015614	-1.069650	2.226493	2.226906	2.226719	2.226598	2.226474	2.226746
3614623225.845000	2.226074	2.226422	2.226692	2.226638	2.226979	2.227136	-0.016857	-1.068438	2.226484	2.226926	2.226783	2.226594	2.226471	2.226790
3614623226.346000	2.226072	2.226400	2.226722	2.226592	2.226976	2.227129	-0.016257	-1.071559	2.226460	2.226906	2.226773	2.226570	2.226463	2.226836
3614623226.846000	2.226108	2.226429	2.226727	2.226628	2.227023	2.227112	-0.019611	-1.076139	2.226480	2.226928	2.226718	2.226615	2.226452	2.226803
3614623227.346000	2.226091	2.226452	2.226700	2.226610	2.227013	2.227116	-0.019400	-1.072364	2.226465	2.226874	2.226766	2.226629	2.226464	2.226819
3614623227.846000	2.226113	2.226447	2.226675	2.226649	2.226968	2.227128	-0.019716	-1.073378	2.226442	2.226895	2.226794	2.226617	2.226407	2.226774
3614623228.346000	2.226091	2.226389	2.226719	2.226646	2.227021	2.227151	-0.016778	-1.069504	2.226532	2.226866	2.226755	2.226593	2.226492	2.226774
3614623228.846000	2.226108	2.226450	2.226718	2.226628	2.227006	2.227178	-0.020346	-1.072199	2.226468	2.226889	2.226788	2.226612	2.226433	2.226759
3614623229.346000	2.226059	2.226406	2.226722	2.226598	2.226990	2.227134	-0.020139	-1.074367	2.226470	2.226901	2.226773	2.226556	2.226429	2.226792
3614623229.847000	2.226105	2.226442	2.226686	2.226601	2.226917	2.227177	-0.021098	-1.075354	2.226464	2.226884	2.226805	2.226578	2.226403	2.226774
3614623230.346000	2.226116	2.226393	2.226638	2.226630	2.226962	2.227118	-0.016025	-1.069401	2.226469	2.226878	2.226725	2.226576	2.226428	2.226782
3614623230.848000	2.226082	2.226417	2.226675	2.226617	2.227023	2.227176	-0.016654	-1.069185	2.226507	2.226957	2.226737	2.226625	2.226456	2.226829
3614623231.346000	2.226079	2.226393	2.226705	2.226615	2.226980	2.227157	-0.018879	-1.073986	2.226491	2.226976	2.226774	2.226614	2.226445	2.226850
3614623231.846000	2.226093	2.226490	2.226684	2.226603	2.226952	2.227104	-0.018819	-1.071847	2.226501	2.226864	2.226750	2.226601	2.226473	2.226808
3614623232.346000	2.226063	2.226438	2.226639	2.226580	2.226985	2.227102	-0.020233	-1.070624	2.226460	2.226890	2.226746	2.226657	2.226461	2.226782
3614623232.845000	2.226107	2.226454	2.226663	2.226643	2.226991	2.227173	-0.018033	-1.070197	2.226496	2.226936	2.226746	2.226634	2.226471	2.226794
3614623233.346000	2.226077	2.226421	2.226631	2.226576	2.227008	2.227134	-0.022811	-1.075081	2.226512	2.226870	2.226721	2.226601	2.226426	2.226743
3614623233.845000	2.226082	2.226429	2.226675	2.226588	2.226916	2.227122	-0.020126	-1.074429	2.226500	2.226923	2.226758	2.226560	2.226391	2.226840
3614623234.344000	2.226100	2.226431	2.226661	2.226596	2.226964	2.227093	-0.018049	-1.066365	2.226532	2.226892	2.226743	2.226596	2.226416	2.226808
3614623234.846000	2.226083	2.226399	2.226676	2.226617	2.226999	2.227167	-0.019580	-1.072914	2.226507	2.226910	2.226768	2.226601	2.226501	2.226796
3614623235.346000	2.226103	2.226431	2.226681	2.226620	2.227017	2.227130	-0.013496	-1.066088	2.226492	2.226852	2.226745	2.226615	2.226437	2.226826
