3563474196.234000	2.233973	2.214985	2.234685	2.216780	2.234547	2.217086	2.234230	2.216295	2.243912
3563474196.734000	2.233984	2.215077	2.234700	2.216706	2.234499	2.217105	2.234225	2.216267	2.243902
3563474197.234000	2.233933	2.215043	2.234711	2.216704	2.234507	2.217135	2.234202	2.216239	2.243917
3563474197.733000	2.233964	2.215049	2.234745	2.216720	2.234552	2.217096	2.234229	2.216299	2.243891
3563474198.234000	2.233989	2.215061	2.234717	2.216731	2.234511	2.217132	2.234259	2.216298	2.243946
3563474198.734000	2.233928	2.215075	2.234714	2.216716	2.234518	2.217111	2.234210	2.216280	2.243905
3563474199.234000	2.233945	2.215049	2.234683	2.216805	2.234525	2.217072	2.234262	2.216285	2.243972
3563474199.733000	2.233994	2.215091	2.234716	2.216704	2.234493	2.217118	2.234267	2.216287	2.243928
3563474200.234000	2.233958	2.215053	2.234690	2.216745	2.234532	2.217095	2.234208	2.216227	2.243929
3563474200.734000	2.234001	2.215098	2.234696	2.216763	2.234525	2.217130	2.234256	2.216302	2.243945
3563474201.234000	2.233975	2.215107	2.234700	2.216747	2.234557	2.217074	2.234241	2.216285	2.243940
3563474201.735000	2.233937	2.215059	2.234693	2.216721	2.234528	2.217107	2.234252	2.216271	2.243968
3563474202.235000	2.233962	2.215053	2.234714	2.216684	2.234497	2.217095	2.234252	2.216295	2.243901
3563474202.734000	2.233969	2.215070	2.234704	2.216762	2.234487	2.217116	2.234234	2.216288	2.243939
3563474203.236000	2.233962	2.215121	2.234730	2.216753	2.234523	2.217086	2.234296	2.216276	2.243945
3563474203.734000	2.233986	2.215096	2.234690	2.216705	2.234466	2.217102	2.234294	2.216292	2.243982
3563474204.234000	2.233973	2.215072	2.234700	2.216763	2.234523	2.217153	2.234250	2.216323	2.243934
3563474204.735000	2.233966	2.215130	2.234742	2.216712	2.234529	2.217068	2.234282	2.216328	2.243974
3563474205.234000	2.233947	2.215082	2.234733	2.216709	2.234435	2.217128	2.234240	2.216308	2.243930
3563474205.734000	2.233995	2.215070	2.234705	2.216698	2.234498	2.217102	2.234251	2.216309	2.243939
3563474206.235000	2.233962	2.215064	2.234683	2.216726	2.234490	2.217103	2.234256	2.216296	2.243949
3563474206.735000	2.233999	2.215116	2.234748	2.216719	2.234567	2.217142	2.234285	2.216326	2.243935
3563474207.235000	2.233984	2.215030	2.234715	2.216774	2.234525	2.217123	2.234221	2.216312	2.243942
3563474207.734000	2.234000	2.215095	2.234708	2.216757	2.234567	2.217114	2.234271	2.216319	2.243981
3563474208.234000	2.233945	2.215126	2.234703	2.216712	2.234542	2.217154	2.234307	2.216302	2.243960
3563474208.734000	2.233945	2.215026	2.234698	2.216700	2.234476	2.217172	2.234229	2.216290	2.243961
3563474209.235000	2.233963	2.215059	2.234735	2.216693	2.234530	2.217122	2.234245	2.216308	2.243907
3563474209.734000	2.233926	2.215059	2.234768	2.216737	2.234514	2.217112	2.234315	2.216301	2.243956
3563474210.235000	2.233997	2.215096	2.234726	2.216730	2.234502	2.217116	2.234276	2.216305	2.243966
3563474210.734000	2.233999	2.215063	2.234689	2.216779	2.234511	2.217108	2.234285	2.216324	2.243946
3563474211.234000	2.233964	2.215035	2.234673	2.216683	2.234540	2.217102	2.234219	2.216311	2.243972
3563474211.734000	2.234032	2.215112	2.234699	2.216725	2.234518	2.217119	2.234251	2.216264	2.243997
3563474212.235000	2.233955	2.215019	2.234714	2.216740	2.234550	2.217119	2.234233	2.216340	2.243952
3563474212.734000	2.233929	2.215069	2.234683	2.216727	2.234530	2.217080	2.234221	2.216285	2.243961
3563474213.234000	2.234027	2.215085	2.234733	2.216756	2.234474	2.217110	2.234246	2.216304	2.243935
3563474213.734000	2.233979	2.215064	2.234709	2.216727	2.234466	2.217112	2.234241	2.216311	2.243968
3563474214.234000	2.233970	2.215107	2.234727	2.216722	2.234536	2.217093	2.234280	2.216246	2.243915
3563474214.735000	2.233980	2.215037	2.234724	2.216763	2.234479	2.217171	2.234227	2.216314	2.243978
3563474215.235000	2.233947	2.215109	2.234763	2.216715	2.234550	2.217076	2.234291	2.216316	2.243967
3563474215.734000	2.233941	2.215153	2.234685	2.216751	2.234534	2.217105	2.234182	2.216275	2.243989
3563474216.234000	2.233936	2.215043	2.234654	2.216706	2.234510	2.217110	2.234245	2.216303	2.243902
3563474216.734000	2.233964	2.215098	2.234720	2.216694	2.234507	2.217128	2.234241	2.216312	2.243953
3563474217.234000	2.233950	2.215127	2.234759	2.216725	2.234550	2.217138	2.234231	2.216309	2.243945
3563474217.735000	2.233929	2.215034	2.234695	2.216690	2.234479	2.217097	2.234262	2.216265	2.243937
3563474218.234000	2.233963	2.215123	2.234743	2.216746	2.234537	2.217124	2.234261	2.216285	2.243932
3563474218.735000	2.234006	2.215109	2.234715	2.216730	2.234557	2.217086	2.234252	2.216298	2.243973
3563474219.235000	2.233911	2.215032	2.234693	2.216757	2.234494	2.217079	2.234229	2.216295	2.243850
3563474219.734000	2.233997	2.215033	2.234691	2.216690	2.234534	2.217076	2.234213	2.216280	2.243928
3563474220.234000	2.233954	2.215049	2.234709	2.216717	2.234502	2.217097	2.234243	2.216328	2.243950
3563474220.734000	2.233949	2.215063	2.234703	2.216735	2.234492	2.217083	2.234241	2.216296	2.243947
3563474221.234000	2.233948	2.215011	2.234726	2.216700	2.234482	2.217090	2.234280	2.216208	2.243993
3563474221.734000	2.233939	2.215077	2.234706	2.216768	2.234528	2.217076	2.234231	2.216292	2.243904
3563474222.234000	2.233962	2.215042	2.234696	2.216716	2.234535	2.217103	2.234219	2.216305	2.243944
3563474222.735000	2.233979	2.215098	2.234711	2.216735	2.234530	2.217070	2.234244	2.216316	2.243971
3563474223.234000	2.234002	2.215103	2.234775	2.216732	2.234532	2.217087	2.234276	2.216267	2.243956
3563474223.734000	2.233912	2.215035	2.234683	2.216738	2.234482	2.217116	2.234248	2.216276	2.243978
3563474224.235000	2.233952	2.215084	2.234750	2.216742	2.234514	2.217095	2.234296	2.216311	2.243977
3563474224.734000	2.233963	2.215088	2.234666	2.216724	2.234560	2.217087	2.234278	2.216272	2.243937
