12/1/2016, 13:08:37 ;01, 46.367,0;02, .000004543431,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:08:38 ;01, 46.38091,0;02, .000005477846,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:08:39 ;01, 46.39481,0;02, .000004837435,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:08:40 ;01, 46.39481,0;02, .000004837435,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:08:41 ;01, 46.38091,0;02, .000006880187,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:08:42 ;01, 46.38091,0;02, .000006880187,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:08:43 ;01, 46.38091,0;02, .00000614489,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:08:44 ;01, 46.38091,0;02, .00000614489,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:08:45 ;01, 46.38091,0;02, .00000614489,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:08:46 ;01, 46.37395,0;02, .000007973447,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:08:47 ;01, 46.37395,0;02, .000007973447,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:08:48 ;01, 46.37395,0;02, .000008512284,0;03, 14.62397,0;04, .3809136,0;
12/1/2016, 13:08:49 ;01, 46.367,0;02, .000008567436,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:08:50 ;01, 46.367,0;02, .000008567436,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:08:51 ;01, 46.37395,0;02, .00001175372,0;03, 14.62397,0;04, .3809136,0;
12/1/2016, 13:08:52 ;01, 46.37395,0;02, .00001175372,0;03, 14.62397,0;04, .3809136,0;
12/1/2016, 13:08:53 ;01, 46.36004,0;02, .00001133437,0;03, 14.53048,0;04, .3809136,0;
12/1/2016, 13:08:54 ;01, 46.367,0;02, .00001002546,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:08:55 ;01, 46.367,0;02, .00001002546,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:08:56 ;01, 46.367,0;02, .000008951606,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:08:57 ;01, 46.367,0;02, .000008951606,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:08:58 ;01, 46.34613,0;02, .00001126444,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:08:59 ;01, 46.35308,0;02, .000008627594,0;03, 14.49308,0;04, .3809136,0;
12/1/2016, 13:09:00 ;01, 46.35308,0;02, .000008627594,0;03, 14.49308,0;04, .3809136,0;
12/1/2016, 13:09:01 ;01, 46.35308,0;02, .00001042439,0;03, 14.54918,0;04, .3809136,0;
12/1/2016, 13:09:02 ;01, 46.35308,0;02, .00001042439,0;03, 14.54918,0;04, .3809136,0;
12/1/2016, 13:09:03 ;01, 46.33222,0;02, .000007967015,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:09:04 ;01, 46.33917,0;02, .000008022958,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:09:05 ;01, 46.33917,0;02, .000008022958,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:09:06 ;01, 46.35308,0;02, .000007225551,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:09:07 ;01, 46.35308,0;02, .000007225551,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:09:08 ;01, 46.35308,0;02, .000006204714,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:09 ;01, 46.32526,0;02, .000007578053,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:09:10 ;01, 46.32526,0;02, .000007578053,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:09:11 ;01, 46.34613,0;02, .000005019112,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:09:12 ;01, 46.34613,0;02, .000005019112,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:09:13 ;01, 46.33222,0;02, .000004855692,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:09:14 ;01, 46.33222,0;02, .000005640908,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:09:15 ;01, 46.33222,0;02, .000005640908,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:09:16 ;01, 46.31831,0;02, .000005322366,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:09:17 ;01, 46.31831,0;02, .000005322366,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:09:18 ;01, 46.35308,0;02, .000005316636,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:09:19 ;01, 46.33222,0;02, .000005700423,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:09:20 ;01, 46.33222,0;02, .000005700423,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:09:21 ;01, 46.33917,0;02, .000007662127,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:09:22 ;01, 46.33917,0;02, .000007662127,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:09:23 ;01, 46.34613,0;02, .000008072768,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:24 ;01, 46.33917,0;02, .000007977738,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:09:25 ;01, 46.33917,0;02, .000007977738,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:09:26 ;01, 46.32526,0;02, .000005779197,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:09:27 ;01, 46.32526,0;02, .000005779197,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:09:28 ;01, 46.33917,0;02, .000004910884,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:09:29 ;01, 46.31831,0;02, .000006521432,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:09:30 ;01, 46.31831,0;02, .000006521432,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:09:31 ;01, 46.32526,0;02, .000006223107,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:09:32 ;01, 46.32526,0;02, .000006223107,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:09:33 ;01, 46.32526,0;02, .000004395504,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:09:34 ;01, 46.31831,0;02, .00000534965,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:35 ;01, 46.31831,0;02, .00000534965,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:36 ;01, 46.31136,0;02, .000007358994,0;03, 14.58658,0;04, .3809136,0;
12/1/2016, 13:09:37 ;01, 46.31136,0;02, .000007358994,0;03, 14.58658,0;04, .3809136,0;
12/1/2016, 13:09:38 ;01, 46.31831,0;02, .000008250669,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:09:39 ;01, 46.31136,0;02, .000006305712,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:09:40 ;01, 46.31136,0;02, .000006305712,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:09:41 ;01, 46.3044,0;02, .00000957972,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:09:42 ;01, 46.3044,0;02, .00000957972,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:09:43 ;01, 46.3044,0;02, .000006865397,0;03, 14.49308,0;04, .3698808,0;
12/1/2016, 13:09:44 ;01, 46.3044,0;02, .000006304016,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:09:45 ;01, 46.3044,0;02, .000006304016,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:09:46 ;01, 46.29745,0;02, .000004920146,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:09:47 ;01, 46.29745,0;02, .000004920146,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:09:48 ;01, 46.28354,0;02, .000005224449,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:09:49 ;01, 46.29745,0;02, .00000472041,0;03, 14.53048,0;04, .3809136,0;
12/1/2016, 13:09:50 ;01, 46.29745,0;02, .00000472041,0;03, 14.53048,0;04, .3809136,0;
12/1/2016, 13:09:51 ;01, 46.29745,0;02, .000006666939,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:52 ;01, 46.29745,0;02, .000006666939,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:09:53 ;01, 46.29049,0;02, .000006305712,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:09:54 ;01, 46.3044,0;02, .000006309105,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:09:55 ;01, 46.3044,0;02, .000006309105,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:09:56 ;01, 46.29745,0;02, .000005457249,0;03, 14.62397,0;04, .3809136,0;
12/1/2016, 13:09:57 ;01, 46.29745,0;02, .000005457249,0;03, 14.62397,0;04, .3809136,0;
12/1/2016, 13:09:58 ;01, 46.31136,0;02, .000005936833,0;03, 14.51178,0;04, .3809136,0;
12/1/2016, 13:09:59 ;01, 46.29049,0;02, .000005135241,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:00 ;01, 46.29049,0;02, .000005135241,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:01 ;01, 46.27658,0;02, .00000596726,0;03, 14.47438,0;04, .3809136,0;
12/1/2016, 13:10:02 ;01, 46.27658,0;02, .00000596726,0;03, 14.47438,0;04, .3809136,0;
12/1/2016, 13:10:03 ;01, 46.27658,0;02, .000006398012,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:04 ;01, 46.28354,0;02, .000005760566,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:05 ;01, 46.28354,0;02, .000005760566,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:06 ;01, 46.29745,0;02, .000005832315,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:10:07 ;01, 46.29745,0;02, .000005832315,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:10:08 ;01, 46.26962,0;02, .0000059914,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:09 ;01, 46.29049,0;02, .000005269632,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:10 ;01, 46.29049,0;02, .000005269632,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:11 ;01, 46.29745,0;02, .000005570014,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:12 ;01, 46.29745,0;02, .000005570014,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:13 ;01, 46.27658,0;02, .000008542112,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:14 ;01, 46.27658,0;02, .000006465515,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:10:15 ;01, 46.27658,0;02, .000006465515,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:10:16 ;01, 46.27658,0;02, .000007161671,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:10:17 ;01, 46.27658,0;02, .000007161671,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:10:18 ;01, 46.26962,0;02, .000005857485,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:19 ;01, 46.26962,0;02, .000005196405,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:10:20 ;01, 46.26962,0;02, .000005196405,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:10:21 ;01, 46.26962,0;02, .000006451609,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:10:22 ;01, 46.26962,0;02, .000006451609,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:10:23 ;01, 46.27658,0;02, .000007150121,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:24 ;01, 46.28354,0;02, .000006701115,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:10:25 ;01, 46.28354,0;02, .000006701115,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:10:26 ;01, 46.26267,0;02, .00000698654,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:27 ;01, 46.26267,0;02, .00000698654,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:28 ;01, 46.27658,0;02, .00000563939,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:10:29 ;01, 46.24876,0;02, .000005341017,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:30 ;01, 46.24876,0;02, .000005341017,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:10:31 ;01, 46.24876,0;02, .000005510378,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:32 ;01, 46.24876,0;02, .000005510378,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:33 ;01, 46.26267,0;02, .000007305715,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:10:34 ;01, 46.26267,0;02, .000007768002,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:35 ;01, 46.26267,0;02, .000007768002,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:36 ;01, 46.26267,0;02, .00000537273,0;03, 14.54918,0;04, .3698808,0;
12/1/2016, 13:10:37 ;01, 46.26267,0;02, .00000537273,0;03, 14.54918,0;04, .3698808,0;
12/1/2016, 13:10:38 ;01, 46.2418,0;02, .000007943468,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:10:39 ;01, 46.2418,0;02, .000006075829,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:10:40 ;01, 46.2418,0;02, .000006075829,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:10:41 ;01, 46.2418,0;02, .000006516171,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:10:42 ;01, 46.2418,0;02, .000006516171,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:10:43 ;01, 46.2279,0;02, .000005925658,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:44 ;01, 46.24876,0;02, .0000076087,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:45 ;01, 46.24876,0;02, .0000076087,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:46 ;01, 46.22094,0;02, .000004874024,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:10:47 ;01, 46.22094,0;02, .000004874024,0;03, 14.62397,0;04, .3698808,0;
12/1/2016, 13:10:48 ;01, 46.23484,0;02, .000006599107,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:10:49 ;01, 46.23484,0;02, .000006367094,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:10:50 ;01, 46.23484,0;02, .000006367094,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:10:51 ;01, 46.22094,0;02, .000007211958,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:52 ;01, 46.22094,0;02, .000007211958,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:53 ;01, 46.22094,0;02, .000006309105,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:10:54 ;01, 46.22094,0;02, .000004502051,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:10:55 ;01, 46.22094,0;02, .000004502051,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:10:56 ;01, 46.22094,0;02, .000009143952,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:10:57 ;01, 46.22094,0;02, .000009143952,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:10:58 ;01, 46.2279,0;02, .000008042405,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:10:59 ;01, 46.20703,0;02, .000006526697,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:11:00 ;01, 46.20703,0;02, .000006526697,0;03, 14.60528,0;04, .3809136,0;
12/1/2016, 13:11:01 ;01, 46.20703,0;02, .000006954648,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:02 ;01, 46.20703,0;02, .000006954648,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:03 ;01, 46.20007,0;02, .0000057389,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:11:04 ;01, 46.22094,0;02, .000006517925,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:11:05 ;01, 46.22094,0;02, .000006517925,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:11:06 ;01, 46.20703,0;02, .000005282411,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:07 ;01, 46.20703,0;02, .000005282411,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:08 ;01, 46.20007,0;02, .000006652599,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:09 ;01, 46.23484,0;02, .000008749174,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:11:10 ;01, 46.23484,0;02, .000008749174,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:11:11 ;01, 46.2279,0;02, .000007241125,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:11:12 ;01, 46.2279,0;02, .000007241125,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:11:13 ;01, 46.22094,0;02, .00000844611,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:14 ;01, 46.23484,0;02, .000007138582,0;03, 14.49308,0;04, .3809136,0;
12/1/2016, 13:11:15 ;01, 46.23484,0;02, .000007138582,0;03, 14.49308,0;04, .3809136,0;
12/1/2016, 13:11:16 ;01, 46.2279,0;02, .000006151512,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:17 ;01, 46.2279,0;02, .000006151512,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:18 ;01, 46.21399,0;02, .00000618471,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:11:19 ;01, 46.22094,0;02, .000006348274,0;03, 14.47438,0;04, .3698808,0;
12/1/2016, 13:11:20 ;01, 46.21399,0;02, .000007146267,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:21 ;01, 46.21399,0;02, .000006706525,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:22 ;01, 46.21399,0;02, .000006706525,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:23 ;01, 46.21399,0;02, .000006624014,0;03, 14.51178,0;04, .3698808,0;
12/1/2016, 13:11:24 ;01, 46.20703,0;02, .00000623316,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:11:25 ;01, 46.20703,0;02, .000006724597,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:26 ;01, 46.19312,0;02, .000004949361,0;03, 14.47438,0;04, .3809136,0;
12/1/2016, 13:11:27 ;01, 46.19312,0;02, .000004949361,0;03, 14.47438,0;04, .3809136,0;
12/1/2016, 13:11:28 ;01, 46.20703,0;02, .000005319504,0;03, 14.47438,0;04, .3809136,0;
12/1/2016, 13:11:29 ;01, 46.19312,0;02, .000006322704,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:11:30 ;01, 46.20007,0;02, .000008829589,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:31 ;01, 46.20007,0;02, .000008646191,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:32 ;01, 46.20007,0;02, .000008646191,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:33 ;01, 46.20703,0;02, .000008284036,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:11:34 ;01, 46.17921,0;02, .000007494901,0;03, 14.56788,0;04, .3753972,0;
12/1/2016, 13:11:35 ;01, 46.20007,0;02, .000006595558,0;03, 14.47438,0;04, .3698808,0;
12/1/2016, 13:11:36 ;01, 46.17921,0;02, .000007561754,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:37 ;01, 46.17921,0;02, .000007561754,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:38 ;01, 46.17225,0;02, .000006115195,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:39 ;01, 46.19312,0;02, .000006990299,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:11:40 ;01, 46.18616,0;02, .000006153167,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:11:41 ;01, 46.18616,0;02, .00000714819,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:11:42 ;01, 46.18616,0;02, .00000714819,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:11:43 ;01, 46.19312,0;02, .00000556851,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:11:44 ;01, 46.20007,0;02, .000005952831,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:11:45 ;01, 46.18616,0;02, .000005355409,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:11:46 ;01, 46.17225,0;02, .000005073431,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:47 ;01, 46.17225,0;02, .000005073431,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:48 ;01, 46.18616,0;02, .000006343153,0;03, 14.47438,0;04, .3698808,0;
12/1/2016, 13:11:49 ;01, 46.16529,0;02, .00000539882,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:11:50 ;01, 46.18616,0;02, .000004606217,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:11:51 ;01, 46.18616,0;02, .000005172691,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:52 ;01, 46.18616,0;02, .000005172691,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:53 ;01, 46.16529,0;02, .000006054613,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:11:54 ;01, 46.16529,0;02, .000008886806,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:11:55 ;01, 46.16529,0;02, .000008763305,0;03, 14.51178,0;04, .3753972,0;
12/1/2016, 13:11:56 ;01, 46.15139,0;02, .000005714247,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:11:57 ;01, 46.15139,0;02, .000005714247,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:11:58 ;01, 46.17225,0;02, .000006418705,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:11:59 ;01, 46.15834,0;02, .000009048485,0;03, 14.58658,0;04, .3753972,0;
12/1/2016, 13:12:00 ;01, 46.15139,0;02, .000009009615,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:12:01 ;01, 46.14444,0;02, .000007588252,0;03, 14.45568,0;04, .3643645,0;
12/1/2016, 13:12:02 ;01, 46.14444,0;02, .000007588252,0;03, 14.45568,0;04, .3643645,0;
12/1/2016, 13:12:03 ;01, 46.14444,0;02, .000006640084,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:12:04 ;01, 46.15139,0;02, .000005439656,0;03, 14.51178,0;04, .3643645,0;
12/1/2016, 13:12:05 ;01, 46.15139,0;02, .000006797374,0;03, 14.43698,0;04, .3698808,0;
12/1/2016, 13:12:06 ;01, 46.13748,0;02, .000006255009,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:12:07 ;01, 46.13748,0;02, .000006255009,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:12:08 ;01, 46.13748,0;02, .000005900202,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:12:09 ;01, 46.13748,0;02, .000005133859,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:12:10 ;01, 46.14444,0;02, .000005763666,0;03, 14.47438,0;04, .3698808,0;
12/1/2016, 13:12:11 ;01, 46.13052,0;02, .000005555039,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:12:12 ;01, 46.13052,0;02, .000005555039,0;03, 14.60528,0;04, .3698808,0;
12/1/2016, 13:12:13 ;01, 46.13748,0;02, .00000661511,0;03, 14.51178,0;04, .3643645,0;
12/1/2016, 13:12:14 ;01, 46.13748,0;02, .000006681309,0;03, 14.43698,0;04, .3698808,0;
12/1/2016, 13:12:15 ;01, 46.15139,0;02, .000005717322,0;03, 14.45568,0;04, .3698808,0;
12/1/2016, 13:12:16 ;01, 46.13052,0;02, .000005772982,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:12:17 ;01, 46.13052,0;02, .000005772982,0;03, 14.56788,0;04, .3698808,0;
12/1/2016, 13:12:18 ;01, 46.13052,0;02, .000005851179,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:12:19 ;01, 46.13748,0;02, .000004879271,0;03, 14.49308,0;04, .3698808,0;
12/1/2016, 13:12:20 ;01, 46.12357,0;02, .000004960028,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:12:21 ;01, 46.13052,0;02, .000005517794,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:12:22 ;01, 46.13052,0;02, .000005517794,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:12:23 ;01, 46.12357,0;02, .000008737414,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:12:24 ;01, 46.10966,0;02, .000008201958,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:12:25 ;01, 46.12357,0;02, .000008908357,0;03, 14.58658,0;04, .3809136,0;
12/1/2016, 13:12:26 ;01, 46.11661,0;02, .000009335408,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:12:27 ;01, 46.11661,0;02, .000009335408,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:12:28 ;01, 46.11661,0;02, .000009487367,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:12:29 ;01, 46.1027,0;02, .00000837369,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:12:30 ;01, 46.10966,0;02, .000007245022,0;03, 14.53048,0;04, .3753972,0;
12/1/2016, 13:12:31 ;01, 46.10966,0;02, .000006488172,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:12:32 ;01, 46.10966,0;02, .000006488172,0;03, 14.45568,0;04, .3753972,0;
12/1/2016, 13:12:33 ;01, 46.09575,0;02, .000008157932,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:12:34 ;01, 46.09575,0;02, .000006143237,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:12:35 ;01, 46.1027,0;02, .000007264545,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:12:36 ;01, 46.1027,0;02, .000005993012,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:12:37 ;01, 46.1027,0;02, .000005993012,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:12:38 ;01, 46.1027,0;02, .000005654587,0;03, 14.62397,0;04, .3753972,0;
12/1/2016, 13:12:39 ;01, 46.11661,0;02, .000006768167,0;03, 14.54918,0;04, .3753972,0;
12/1/2016, 13:12:40 ;01, 46.09575,0;02, .000005099433,0;03, 14.47438,0;04, .3753972,0;
12/1/2016, 13:12:41 ;01, 46.10966,0;02, .000005293797,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:12:42 ;01, 46.10966,0;02, .000005293797,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:12:43 ;01, 46.10966,0;02, .000004814058,0;03, 14.58658,0;04, .3698808,0;
12/1/2016, 13:12:44 ;01, 46.11661,0;02, .000006241556,0;03, 14.60528,0;04, .3753972,0;
12/1/2016, 13:12:45 ;01, 46.1027,0;02, .00000665081,0;03, 14.49308,0;04, .3753972,0;
12/1/2016, 13:12:46 ;01, 46.11661,0;02, .0000069453,0;03, 14.60528,0;04, .3753972,0;
