3577392856.878000	23.792258	23.891215	23.154783	22.951762	20.833443	23.747568	24.850460	26.897913	24.825880	22.862700	22.392176	20.817163	21.632760
3577392857.407000	23.734480	23.859932	23.131800	22.821522	20.232678	23.861528	25.380359	27.001658	23.602324	22.801730	22.530716	21.330462	21.426227
3577392857.909000	23.782362	23.856740	23.133396	22.893984	20.379517	23.912603	25.326092	26.909405	23.580937	22.824714	22.499432	21.153936	21.424631
3577392858.409000	23.774063	23.830245	23.123500	22.884088	20.435699	23.879723	25.289702	26.891210	23.587641	22.728949	22.413563	21.234698	21.379941
3577392858.904000	23.711177	23.856740	23.108816	22.872596	20.204587	23.772467	25.335988	26.924089	23.470169	22.689366	22.393772	21.153936	21.401648
3577392859.418000	23.656910	23.745972	23.085513	22.847697	20.232678	23.810453	25.302789	26.955691	23.514859	22.725757	22.453146	21.153936	21.370045
3577392859.909000	23.729373	23.745972	23.067318	22.907391	20.163408	23.754271	25.286509	26.886102	23.577426	22.633184	22.372384	21.100946	21.432931
3577392860.409000	23.620520	23.730969	23.060934	22.829821	20.504969	23.919306	25.103279	26.844923	23.286939	22.676278	22.319394	21.107649	21.396540
3577392860.909000	23.623712	23.840141	23.106901	22.859508	20.389413	23.828649	25.159142	26.826728	23.473680	22.723841	22.319394	21.069663	21.414736
3577392861.388000	23.651803	23.787151	23.120308	22.776831	20.780772	23.846844	25.088276	26.813640	23.169786	22.803326	22.246932	21.084666	21.368449
3577392861.906000	23.650207	23.726180	22.991345	22.846101	20.406012	23.841737	25.113175	26.719471	23.338333	22.717457	22.279812	21.142444	21.333974
3577392862.419000	23.617328	23.742780	23.034439	22.811626	20.579347	23.783959	25.079977	26.818428	23.090621	22.751932	22.197454	20.995285	21.398136
3577392862.906000	23.637119	23.683086	23.049123	22.760232	20.590838	23.732884	25.040394	26.706383	23.105305	22.715861	22.255232	21.094562	21.300775
3577392863.414000	23.640311	23.737672	23.013051	22.799815	20.382709	23.686598	25.184041	26.742455	23.303538	22.623288	22.189154	21.053064	21.362065
3577392863.906000	23.600728	23.703197	23.009540	22.804922	20.369622	23.806942	25.004003	26.721067	23.324926	22.558807	22.164255	21.001989	21.299179
3577392864.412000	23.542950	23.696493	22.956869	22.765339	20.551256	23.668402	24.961228	26.676696	23.100517	22.542527	22.142868	20.990497	21.226398
3577392864.908000	23.559550	23.704793	23.059018	22.747144	20.643828	23.676702	24.990915	26.640306	23.006348	22.621692	22.203838	20.975494	21.310671
3577392865.408000	23.457081	23.660103	22.927182	22.732141	20.384625	23.736076	24.962824	26.610618	23.102113	22.506136	22.132972	21.023376	21.224802
3577392865.910000	23.605517	23.617328	22.984960	22.755444	20.622122	23.724584	24.964420	26.554436	22.965169	22.674363	22.136164	20.941019	21.242997
3577392866.419000	23.513263	23.714689	22.951762	22.753848	20.757788	23.607432	24.921645	26.585720	22.928778	22.606689	22.094985	20.922823	21.185219
3577392866.916000	23.590833	23.691386	22.915371	22.696070	20.529868	23.617328	24.901854	26.567524	22.912179	22.491133	22.111585	20.948999	21.162235
3577392867.409000	23.504964	23.683086	22.889195	22.728949	20.382709	23.549654	24.944629	26.514854	23.074022	22.494644	22.123076	20.964002	21.120737
3577392867.911000	23.440482	23.613816	22.903879	22.674363	20.729697	23.551250	24.848864	26.503043	22.935482	22.573810	22.005924	20.874941	21.110842
3577392868.412000	23.451974	23.627223	22.897495	22.681066	20.807267	23.622116	24.804174	26.508150	22.884088	22.547315	22.045507	20.878133	21.069663
3577392868.910000	23.407603	23.653399	22.963254	22.770128	20.755873	23.594025	24.761399	26.496658	22.887599	22.530716	22.035611	20.884837	21.046679
3577392869.408000	23.412391	23.645419	22.903879	22.674363	20.486774	23.539758	24.858760	26.448776	22.965169	22.436866	22.073598	20.899520	21.071259
3577392869.906000	23.513263	23.600728	22.918882	22.761828	20.561151	23.516455	24.761399	26.432177	22.948570	22.433355	22.013904	20.858342	21.099350
3577392870.406000	23.483576	23.592429	22.852805	22.669575	20.587646	23.521563	24.777998	26.435369	22.859508	22.425055	22.051891	20.893136	21.198307
3577392870.908000	23.440482	23.632012	22.889195	22.662871	20.630421	23.547739	24.789490	26.453564	22.842909	22.385472	22.043911	20.893136	21.216502
3577392871.413000	23.386215	23.618924	22.903879	22.664467	20.443999	23.496664	24.779594	26.457075	22.951762	22.413563	22.038803	20.962406	21.208522
3577392871.911000	23.447185	23.574233	22.908987	22.710753	20.432507	23.483576	24.764591	26.379506	22.930374	22.344293	22.056999	20.863449	21.242997
3577392872.410000	23.445589	23.537843	22.804922	22.669575	20.500181	23.457081	24.678722	26.338008	22.865893	22.331205	22.015820	20.856746	21.193519
3577392872.910000	23.339929	23.565934	22.834609	22.652975	20.727782	23.392599	24.644246	26.326516	22.728949	22.377173	21.949742	20.879729	21.142444
3577392873.407000	23.406006	23.552846	22.841313	22.719053	20.671919	23.509752	24.680318	26.278634	22.796623	22.415159	21.923247	20.840146	21.167024
3577392873.908000	23.354613	23.594025	22.844505	22.666063	20.681815	23.527947	24.713516	26.290125	22.783535	22.375576	21.844081	20.881325	21.147232
3577392874.417000	23.344717	23.516455	22.839717	22.674363	20.663620	23.389407	24.635947	26.293637	22.725757	22.411967	21.933143	20.848446	21.112757
3577392874.918000	23.316626	23.519647	22.788323	22.638291	20.673515	23.480065	24.710324	26.240647	22.803326	22.446762	21.928354	20.884837	21.008692
3577392875.416000	23.348228	23.478469	22.864297	22.623288	20.566259	23.384300	24.599556	26.305128	22.730545	22.337590	21.911755	20.789072	21.122653
3577392875.909000	23.323329	23.541354	22.751932	22.618181	20.783964	23.406006	24.566677	26.172973	22.750336	22.446762	21.876961	20.821951	21.015077
3577392876.409000	23.368020	23.547739	22.846101	22.643080	20.701606	23.406006	24.597960	26.230751	22.719053	22.347485	21.895156	20.830251	21.195115
3577392876.917000	23.254060	23.473680	22.738845	22.585302	21.077962	23.255656	24.573061	25.933561	23.004752	22.388984	21.885260	20.808863	20.853234
3577392877.410000	23.277043	23.458677	22.799815	22.662871	20.977090	23.320137	24.551674	26.016238	22.905475	22.410371	21.863873	20.810459	20.988901
3577392877.909000	23.235864	23.420690	22.796623	22.557210	20.841742	23.320137	24.474104	26.174569	22.804922	22.383876	21.837378	20.777580	21.023376
