3574537270.819000	2.204871	2.206635	2.206889	2.206205	2.206766	2.206817	2.205871	2.206794	2.207401
3574537271.319000	2.204911	2.206712	2.206862	2.206265	2.206652	2.206899	2.205891	2.206780	2.207350
3574537271.819000	2.204774	2.206651	2.206809	2.206223	2.206681	2.206808	2.205841	2.206810	2.207405
3574537272.314000	2.206167	2.206381	2.206713	2.205961	2.206846	2.207060	2.205797	2.206761	2.207093
3574537272.819000	2.205296	2.206710	2.206904	2.206237	2.206613	2.206880	2.205905	2.206926	2.207309
3574537273.319000	2.204978	2.206729	2.206848	2.206187	2.206667	2.206892	2.205894	2.206884	2.207343
3574537273.818000	2.204829	2.206715	2.206896	2.206243	2.206656	2.206907	2.205900	2.206821	2.207390
3574537274.318000	2.204938	2.206699	2.206845	2.206215	2.206696	2.206885	2.205884	2.206892	2.207366
3574537274.819000	2.205444	2.206667	2.207060	2.206178	2.206598	2.206905	2.205823	2.207000	2.207231
3574537275.318000	2.204973	2.206735	2.206912	2.206259	2.206735	2.206918	2.205843	2.206886	2.207340
3574537275.819000	2.205441	2.206670	2.207071	2.206151	2.206662	2.206974	2.205905	2.206957	2.207209
3574537276.318000	2.205056	2.206738	2.206882	2.206257	2.206652	2.206868	2.205908	2.206962	2.207355
3574537276.819000	2.205417	2.206755	2.207130	2.206179	2.206649	2.206982	2.205855	2.207003	2.207157
3574537277.319000	2.205422	2.206693	2.207104	2.206184	2.206604	2.206973	2.205880	2.206973	2.207209
3574537277.819000	2.205465	2.206684	2.207092	2.206061	2.206603	2.206931	2.205820	2.207001	2.207122
3574537278.318000	2.205440	2.206741	2.207083	2.206203	2.206636	2.206975	2.205886	2.206931	2.207214
3574537278.818000	2.205489	2.206696	2.207108	2.206198	2.206650	2.206901	2.205857	2.207016	2.207197
3574537279.319000	2.205788	2.206733	2.207279	2.206076	2.206634	2.206973	2.205901	2.207053	2.207012
3574537279.819000	2.205731	2.206703	2.207185	2.206083	2.206566	2.206966	2.205862	2.207060	2.207076
3574537280.318000	2.205598	2.206759	2.207187	2.206088	2.206605	2.206958	2.205908	2.207064	2.207160
3574537280.818000	2.205797	2.206771	2.207258	2.206125	2.206610	2.206955	2.205912	2.207021	2.207090
3574537281.319000	2.205743	2.206716	2.207281	2.205948	2.206702	2.206948	2.205838	2.206991	2.206955
3574537281.818000	2.205842	2.206784	2.207246	2.206006	2.206597	2.207005	2.205932	2.207053	2.207048
3574537282.318000	2.205804	2.206752	2.207208	2.206095	2.206589	2.206969	2.205927	2.207065	2.207114
3574537282.819000	2.205791	2.206757	2.207237	2.205920	2.206729	2.206978	2.205992	2.206985	2.206938
3574537283.319000	2.205773	2.206756	2.207241	2.205942	2.206689	2.207021	2.205927	2.207005	2.206991
3574537283.818000	2.205791	2.206734	2.207247	2.206054	2.206617	2.206994	2.205890	2.207005	2.207031
3574537284.318000	2.205758	2.206785	2.207256	2.205991	2.206622	2.206997	2.205900	2.207024	2.207010
3574537284.818000	2.205755	2.206693	2.207260	2.205965	2.206676	2.206965	2.205921	2.206979	2.206984
