3574529272.190000	2.203951	0.000497	2.204104	0.000554	2.204549	0.000522	2.236369	0.000513
3574529272.691000	2.203961	0.000519	2.204131	0.000534	2.204517	0.000539	2.236310	0.000496
3574529273.190000	2.203919	0.000517	2.204114	0.000503	2.204498	0.000539	2.236313	0.000514
3574529273.691000	2.203938	0.000517	2.204127	0.000567	2.204491	0.000515	2.236305	0.000519
3574529274.190000	2.203951	0.000533	2.204031	0.000527	2.204541	0.000540	2.236196	0.000518
3574529274.691000	2.203950	0.000522	2.204080	0.000519	2.204479	0.000506	2.236264	0.000502
3574529275.190000	2.203924	0.000515	2.204131	0.000492	2.204517	0.000481	2.236261	0.000534
3574529275.690000	2.203954	0.000525	2.204123	0.000550	2.204502	0.000525	2.236263	0.000508
3574529276.191000	2.203894	0.000538	2.204105	0.000520	2.204498	0.000460	2.236226	0.000493
3574529276.691000	2.203913	0.000502	2.204120	0.000476	2.204496	0.000531	2.236181	0.000529
3574529277.190000	2.203937	0.000490	2.204148	0.000514	2.204485	0.000453	2.236191	0.000541
3574529277.690000	2.203916	0.000514	2.204088	0.000518	2.204439	0.000512	2.236191	0.000492
3574529278.191000	2.203929	0.000494	2.204125	0.000519	2.204507	0.000523	2.236201	0.000471
3574529278.691000	2.203911	0.000534	2.204114	0.000474	2.204523	0.000497	2.236185	0.000528
3574529279.190000	2.203889	0.000534	2.204096	0.000524	2.204535	0.000498	2.236191	0.000486
3574529279.691000	2.203946	0.000515	2.204118	0.000511	2.204515	0.000513	2.236190	0.000481
3574529280.190000	2.203941	0.000470	2.204121	0.000499	2.204538	0.000502	2.236196	0.000481
3574529280.691000	2.203967	0.000511	2.204117	0.000494	2.204541	0.000490	2.236126	0.000512
3574529281.191000	2.203956	0.000562	2.204153	0.000540	2.204574	0.000555	2.236145	0.000481
3574529281.690000	2.203930	0.000507	2.204131	0.000514	2.204491	0.000506	2.236112	0.000515
3574529282.191000	2.203967	0.000499	2.204135	0.000509	2.204574	0.000508	2.236084	0.000501
3574529282.691000	2.203958	0.000504	2.204156	0.000522	2.204527	0.000501	2.236076	0.000506
3574529283.190000	2.203943	0.000561	2.204146	0.000502	2.204604	0.000493	2.236133	0.000511
3574529283.691000	2.203916	0.000515	2.204164	0.000517	2.204546	0.000513	2.236054	0.000496
3574529284.190000	2.203902	0.000539	2.204137	0.000482	2.204527	0.000501	2.236121	0.000512
3574529284.690000	2.203937	0.000466	2.204123	0.000527	2.204511	0.000517	2.236121	0.000519
3574529285.191000	2.203987	0.000528	2.204158	0.000518	2.204555	0.000490	2.236105	0.000491
3574529285.691000	2.203935	0.000561	2.204168	0.000485	2.204575	0.000481	2.236095	0.000515
3574529286.190000	2.203989	0.000498	2.204199	0.000522	2.204555	0.000534	2.236094	0.000485
3574529286.690000	2.203954	0.000515	2.204196	0.000486	2.204572	0.000514	2.236070	0.000506
3574529287.190000	2.203946	0.000520	2.204188	0.000502	2.204541	0.000492	2.236080	0.000559
3574529287.691000	2.203982	0.000506	2.204184	0.000536	2.204553	0.000533	2.236105	0.000523
3574529288.191000	2.203938	0.000464	2.204142	0.000490	2.204607	0.000491	2.236074	0.000507
3574529288.690000	2.203945	0.000518	2.204176	0.000476	2.204562	0.000555	2.236079	0.000578
3574529289.190000	2.203964	0.000513	2.204207	0.000493	2.204555	0.000528	2.236038	0.000512
3574529289.691000	2.203943	0.000486	2.204159	0.000467	2.204554	0.000528	2.236007	0.000518
3574529290.191000	2.203962	0.000482	2.204114	0.000582	2.204565	0.000517	2.236034	0.000511
3574529290.691000	2.203964	0.000446	2.204176	0.000535	2.204525	0.000527	2.236027	0.000503
3574529291.190000	2.203941	0.000493	2.204162	0.000524	2.204534	0.000483	2.236059	0.000530
3574529291.690000	2.203987	0.000545	2.204201	0.000450	2.204556	0.000493	2.236038	0.000461
3574529292.186000	2.203925	0.000515	2.204484	0.000525	2.204419	0.000541	2.236044	0.000496
3574529292.691000	2.203951	0.000490	2.204227	0.000474	2.204572	0.000493	2.236018	0.000522
3574529293.191000	2.203959	0.000483	2.204235	0.000497	2.204567	0.000511	2.236000	0.000509
3574529293.691000	2.203920	0.000481	2.204253	0.000506	2.204562	0.000530	2.236000	0.000545
3574529294.191000	2.203909	0.000504	2.204223	0.000530	2.204561	0.000491	2.236031	0.000499
3574529294.690000	2.203947	0.000506	2.204284	0.000530	2.204596	0.000554	2.236008	0.000544
3574529295.191000	2.203975	0.000498	2.204281	0.000529	2.204554	0.000497	2.236029	0.000501
3574529295.691000	2.203958	0.000480	2.204227	0.000485	2.204523	0.000506	2.235990	0.000504
