3574529482.190000	2.200027	0.000472	2.200581	0.000576	2.200556	0.000499	2.234116	0.000538
3574529482.691000	2.200049	0.000522	2.200540	0.000513	2.200588	0.000503	2.234093	0.000514
3574529483.190000	2.200067	0.000491	2.200571	0.000512	2.200561	0.000511	2.234102	0.000561
3574529483.691000	2.200110	0.000538	2.200563	0.000497	2.200604	0.000471	2.234039	0.000518
3574529484.191000	2.200088	0.000508	2.200534	0.000471	2.200649	0.000527	2.234024	0.000528
3574529484.690000	2.200065	0.000482	2.200524	0.000497	2.200570	0.000496	2.234079	0.000536
3574529485.191000	2.200083	0.000480	2.200581	0.000506	2.200679	0.000531	2.234061	0.000541
3574529485.690000	2.200063	0.000524	2.200576	0.000471	2.200588	0.000485	2.233981	0.000486
3574529486.191000	2.200052	0.000483	2.200541	0.000483	2.200713	0.000507	2.234049	0.000474
3574529486.691000	2.200064	0.000492	2.200519	0.000507	2.200704	0.000502	2.234044	0.000545
3574529487.190000	2.200080	0.000523	2.200576	0.000513	2.200647	0.000512	2.233996	0.000507
3574529487.691000	2.200096	0.000511	2.200525	0.000533	2.200688	0.000494	2.233976	0.000488
3574529488.190000	2.200109	0.000523	2.200565	0.000534	2.200652	0.000513	2.233997	0.000501
3574529488.690000	2.200080	0.000528	2.200497	0.000544	2.200678	0.000545	2.234000	0.000524
3574529489.190000	2.200060	0.000488	2.200476	0.000482	2.200696	0.000522	2.233984	0.000475
3574529489.691000	2.200116	0.000492	2.200556	0.000504	2.200681	0.000480	2.233994	0.000493
3574529490.190000	2.200096	0.000464	2.200464	0.000527	2.200667	0.000543	2.233968	0.000568
3574529490.691000	2.200121	0.000546	2.200488	0.000524	2.200699	0.000536	2.233943	0.000552
3574529491.191000	2.200099	0.000513	2.200482	0.000508	2.200708	0.000494	2.233964	0.000481
3574529491.690000	2.200049	0.000487	2.200441	0.000514	2.200679	0.000519	2.233974	0.000523
3574529492.191000	2.200063	0.000524	2.200457	0.000499	2.200660	0.000504	2.233911	0.000451
3574529492.690000	2.200071	0.000535	2.200483	0.000472	2.200683	0.000470	2.233903	0.000518
3574529493.190000	2.200109	0.000517	2.200477	0.000475	2.200709	0.000506	2.233895	0.000501
3574529493.690000	2.200106	0.000490	2.200474	0.000501	2.200709	0.000544	2.233952	0.000528
3574529494.191000	2.200105	0.000471	2.200418	0.000511	2.200769	0.000518	2.233942	0.000499
3574529494.690000	2.200123	0.000488	2.200472	0.000525	2.200727	0.000486	2.233902	0.000539
3574529495.191000	2.200085	0.000459	2.200482	0.000466	2.200709	0.000530	2.233895	0.000514
3574529495.691000	2.200131	0.000529	2.200456	0.000504	2.200710	0.000515	2.233957	0.000523
3574529496.190000	2.200130	0.000517	2.200467	0.000490	2.200746	0.000477	2.233894	0.000522
3574529496.690000	2.200139	0.000509	2.200514	0.000549	2.200725	0.000502	2.233886	0.000531
3574529497.190000	2.200074	0.000528	2.200551	0.000487	2.200713	0.000519	2.233902	0.000491
3574529497.686000	2.200074	0.000465	2.200573	0.000493	2.200472	0.000497	2.233853	0.000470
3574529498.191000	2.200159	0.000522	2.200461	0.000523	2.200737	0.000522	2.233885	0.000485
3574529498.684000	2.200128	0.000498	2.200526	0.000519	2.200517	0.000493	2.233883	0.000481
3574529499.190000	2.200097	0.000493	2.200530	0.000530	2.200779	0.000475	2.233895	0.000477
3574529499.690000	2.200113	0.000517	2.200465	0.000528	2.200727	0.000536	2.233894	0.000520
3574529500.191000	2.200165	0.000507	2.200490	0.000504	2.200735	0.000548	2.233855	0.000515
3574529500.687000	2.200096	0.000450	2.200689	0.000535	2.200544	0.000524	2.233870	0.000523
3574529501.190000	2.200127	0.000491	2.200503	0.000534	2.200740	0.000493	2.233860	0.000454
