3574529040.717000	2.206702	-0.000050	2.206867	0.000026	2.206994	0.000002	2.206279	0.000083	2.207076	0.000058	2.207017	-0.000063
3574529041.217000	2.206508	-0.000012	2.206894	0.000027	2.207080	-0.000005	2.206251	0.000023	2.207091	0.000000	2.206910	-0.000002
3574529041.717000	2.206691	0.000006	2.206825	-0.000009	2.207042	0.000014	2.206274	0.000026	2.207120	0.000000	2.206954	-0.000016
3574529042.217000	2.206660	0.000036	2.206863	-0.000002	2.207022	0.000000	2.206316	0.000000	2.207106	-0.000010	2.207006	0.000039
3574529042.711000	2.206629	0.000001	2.206640	0.000053	2.206724	-0.000016	2.206482	-0.000004	2.207071	0.000012	2.207059	0.000007
3574529043.217000	2.206728	0.000063	2.206782	0.000043	2.206933	0.000033	2.206273	0.000032	2.207058	-0.000016	2.206943	-0.000012
3574529043.718000	2.206344	-0.000021	2.206858	-0.000034	2.207042	0.000014	2.206317	0.000015	2.207122	-0.000017	2.206953	-0.000015
3574529044.217000	2.206737	0.000025	2.206856	-0.000021	2.207001	0.000005	2.206280	-0.000021	2.207115	-0.000014	2.206989	0.000036
3574529044.717000	2.206752	0.000004	2.206785	0.000032	2.207000	0.000014	2.206289	0.000000	2.207077	-0.000005	2.206957	0.000016
3574529045.219000	2.206178	0.000005	2.206868	0.000085	2.207011	-0.000052	2.206347	-0.000010	2.207151	0.000014	2.206896	0.000009
3574529045.718000	2.206516	-0.000012	2.206819	-0.000010	2.207049	0.000023	2.206299	-0.000017	2.207070	0.000017	2.206944	-0.000055
3574529046.217000	2.206775	0.000021	2.206809	-0.000012	2.207000	0.000015	2.206306	-0.000033	2.207133	-0.000009	2.206937	0.000057
3574529046.717000	2.206793	-0.000050	2.206779	0.000041	2.206985	0.000004	2.206264	0.000041	2.207082	-0.000016	2.206964	0.000010
3574529047.217000	2.206766	-0.000001	2.206806	0.000000	2.207038	0.000032	2.206311	0.000021	2.207072	0.000036	2.207038	0.000009
3574529047.718000	2.206484	-0.000015	2.206882	0.000044	2.207082	0.000020	2.206289	0.000004	2.207111	0.000014	2.206899	-0.000012
3574529048.217000	2.206673	-0.000026	2.206858	0.000017	2.207069	-0.000048	2.206301	-0.000037	2.207098	0.000006	2.206925	0.000009
3574529048.717000	2.206681	0.000007	2.206922	0.000048	2.207019	0.000027	2.206267	-0.000005	2.207108	0.000012	2.206971	0.000011
3574529049.217000	2.206992	0.000016	2.206753	0.000041	2.206987	0.000037	2.206368	-0.000006	2.207135	0.000007	2.207043	-0.000031
3574529049.717000	2.206944	0.000075	2.206741	-0.000014	2.207028	-0.000015	2.206347	0.000027	2.207130	0.000001	2.207075	0.000074
3574529050.217000	2.206840	-0.000002	2.206856	0.000010	2.207038	-0.000025	2.206363	0.000016	2.207139	0.000018	2.207015	0.000011
3574529050.717000	2.207026	0.000028	2.206748	0.000028	2.206973	-0.000027	2.206351	0.000005	2.207154	-0.000009	2.207045	-0.000037
3574529051.217000	2.206990	-0.000015	2.206702	-0.000021	2.207018	0.000006	2.206325	0.000010	2.207143	0.000006	2.206995	-0.000015
3574529051.716000	2.207106	-0.000026	2.206737	0.000005	2.206990	0.000004	2.206333	0.000030	2.207157	-0.000017	2.207022	0.000007
3574529052.217000	2.206995	0.000010	2.206730	0.000036	2.207048	0.000001	2.206321	0.000041	2.207173	-0.000057	2.207028	0.000022
3574529052.718000	2.206638	-0.000025	2.206925	0.000039	2.207111	-0.000009	2.206326	-0.000002	2.207099	0.000026	2.206981	0.000005
3574529053.218000	2.206527	0.000065	2.206879	0.000005	2.207107	0.000001	2.206359	0.000001	2.207162	0.000022	2.206990	0.000047
3574529053.717000	2.206889	-0.000011	2.206756	0.000007	2.206995	-0.000006	2.206333	-0.000022	2.207187	-0.000020	2.207031	-0.000011
3574529054.217000	2.206875	0.000004	2.206779	-0.000006	2.206976	0.000009	2.206305	0.000000	2.207165	-0.000026	2.207002	0.000007
3574529054.716000	2.207000	0.000044	2.206740	-0.000039	2.206978	0.000014	2.206346	0.000028	2.207114	0.000018	2.207015	-0.000015
3574529055.218000	2.206738	-0.000023	2.206886	-0.000042	2.207055	-0.000011	2.206364	-0.000007	2.207172	-0.000011	2.206954	-0.000015
3574529055.716000	2.207185	-0.000026	2.206734	-0.000004	2.207023	-0.000012	2.206393	-0.000007	2.207129	-0.000005	2.207088	0.000018
3574529056.217000	2.207017	0.000054	2.206721	-0.000016	2.207012	0.000021	2.206351	-0.000012	2.207136	-0.000049	2.207012	0.000068
3574529056.718000	2.206444	0.000025	2.206885	-0.000023	2.207096	-0.000032	2.206352	-0.000007	2.207160	-0.000028	2.206984	0.000058
3574529057.217000	2.207109	0.000002	2.206721	0.000047	2.206953	-0.000010	2.206419	-0.000025	2.207122	-0.000039	2.207062	0.000032
3574529057.717000	2.207082	0.000010	2.206734	-0.000004	2.207006	0.000028	2.206368	-0.000002	2.207106	0.000006	2.207017	0.000014
3574529058.217000	2.207175	0.000031	2.206719	0.000026	2.206989	0.000011	2.206383	-0.000004	2.207157	-0.000015	2.207026	0.000002
3574529058.716000	2.207226	-0.000085	2.206694	0.000032	2.206965	0.000011	2.206289	0.000011	2.207125	-0.000001	2.207033	0.000005
3574529059.218000	2.206566	0.000076	2.206912	0.000004	2.207059	0.000007	2.206342	0.000014	2.207123	0.000014	2.207047	0.000005
