3574537045.819000	2.210955	2.211283	2.211625	2.211466	2.211663	2.211858	2.211478	2.211734	2.211941
3574537046.319000	2.210966	2.211313	2.211606	2.211450	2.211711	2.211812	2.211456	2.211743	2.211939
3574537046.819000	2.210966	2.211321	2.211639	2.211429	2.211644	2.211864	2.211447	2.211775	2.211949
3574537047.319000	2.211022	2.211315	2.211641	2.211427	2.211742	2.211829	2.211468	2.211766	2.211964
3574537047.819000	2.210992	2.211286	2.211579	2.211409	2.211695	2.211818	2.211452	2.211789	2.211923
3574537048.319000	2.211009	2.211278	2.211644	2.211458	2.211664	2.211863	2.211454	2.211768	2.211913
3574537048.819000	2.210999	2.211325	2.211616	2.211454	2.211648	2.211853	2.211409	2.211748	2.211965
3574537049.319000	2.210994	2.211307	2.211613	2.211420	2.211670	2.211879	2.211453	2.211756	2.211886
3574537049.819000	2.211007	2.211283	2.211601	2.211421	2.211712	2.211821	2.211441	2.211743	2.211876
3574537050.319000	2.210997	2.211316	2.211590	2.211433	2.211678	2.211839	2.211437	2.211739	2.211886
3574537050.819000	2.210934	2.211292	2.211538	2.211447	2.211689	2.211865	2.211478	2.211746	2.211928
3574537051.320000	2.210933	2.211277	2.211584	2.211410	2.211663	2.211786	2.211450	2.211735	2.211891
3574537051.819000	2.211043	2.211284	2.211576	2.211422	2.211637	2.211796	2.211409	2.211753	2.211905
3574537052.319000	2.210971	2.211257	2.211628	2.211387	2.211674	2.211811	2.211456	2.211728	2.211852
3574537052.819000	2.210948	2.211252	2.211562	2.211466	2.211680	2.211810	2.211412	2.211747	2.211849
3574537053.319000	2.210939	2.211242	2.211597	2.211390	2.211675	2.211853	2.211468	2.211690	2.211890
3574537053.819000	2.210987	2.211290	2.211572	2.211430	2.211616	2.211835	2.211438	2.211706	2.211933
3574537054.319000	2.210945	2.211278	2.211576	2.211430	2.211664	2.211807	2.211412	2.211721	2.211953
3574537054.819000	2.210983	2.211200	2.211549	2.211409	2.211659	2.211790	2.211470	2.211713	2.211933
3574537055.319000	2.210989	2.211286	2.211563	2.211404	2.211628	2.211850	2.211442	2.211769	2.211890
3574537055.819000	2.210935	2.211311	2.211542	2.211419	2.211642	2.211812	2.211416	2.211654	2.211918
3574537056.320000	2.210944	2.211288	2.211579	2.211398	2.211659	2.211835	2.211436	2.211756	2.211892
3574537056.820000	2.210930	2.211321	2.211593	2.211390	2.211660	2.211801	2.211440	2.211725	2.211885
3574537057.319000	2.210921	2.211276	2.211553	2.211414	2.211668	2.211818	2.211437	2.211766	2.211912
3574537057.819000	2.210898	2.211236	2.211508	2.211427	2.211689	2.211761	2.211415	2.211700	2.211892
3574537058.319000	2.210939	2.211290	2.211562	2.211420	2.211704	2.211819	2.211408	2.211789	2.211887
3574537058.819000	2.210948	2.211246	2.211580	2.211387	2.211690	2.211808	2.211384	2.211706	2.211900
3574537059.319000	2.210928	2.211258	2.211538	2.211383	2.211642	2.211822	2.211419	2.211678	2.211865
3574537059.819000	2.210949	2.211258	2.211531	2.211403	2.211710	2.211814	2.211390	2.211737	2.211891
3574537060.319000	2.210980	2.211257	2.211503	2.211393	2.211617	2.211800	2.211452	2.211768	2.211902
3574537060.819000	2.210919	2.211256	2.211489	2.211371	2.211659	2.211768	2.211378	2.211730	2.211890
3574537061.319000	2.210959	2.211250	2.211551	2.211416	2.211637	2.211837	2.211412	2.211707	2.211896
3574537061.819000	2.210975	2.211269	2.211602	2.211429	2.211678	2.211808	2.211411	2.211696	2.211881
3574537062.319000	2.210918	2.211229	2.211567	2.211360	2.211634	2.211785	2.211424	2.211739	2.211847
3574537062.819000	2.210928	2.211226	2.211552	2.211372	2.211618	2.211790	2.211405	2.211763	2.211911
