3574528313.716000	2.217428	0.000000	2.218262	0.000023	2.218308	0.000036	2.217775	-0.000009	2.218562	0.000007	2.218309	0.000046
3574528314.215000	2.217942	-0.000030	2.218280	-0.000002	2.218448	0.000012	2.217714	-0.000002	2.218559	-0.000042	2.218315	0.000070
3574528314.718000	2.217430	-0.000030	2.218315	0.000025	2.218235	0.000011	2.217846	0.000007	2.218637	0.000033	2.218361	0.000025
3574528315.217000	2.217432	0.000002	2.218331	0.000026	2.218254	0.000039	2.217783	0.000028	2.218623	0.000073	2.218256	0.000022
3574528315.717000	2.217431	0.000009	2.218257	-0.000009	2.218350	0.000010	2.217740	0.000012	2.218585	0.000037	2.218256	-0.000004
3574528316.216000	2.217690	0.000044	2.218313	0.000085	2.218441	0.000037	2.217739	0.000017	2.218543	-0.000007	2.218333	0.000047
3574528316.717000	2.217449	0.000067	2.218308	-0.000010	2.218350	0.000026	2.217735	0.000065	2.218552	0.000048	2.218334	-0.000011
3574528317.217000	2.217462	0.000027	2.218297	0.000014	2.218276	-0.000015	2.217751	0.000018	2.218575	0.000031	2.218312	0.000015
3574528317.716000	2.217589	-0.000001	2.218363	0.000052	2.218411	0.000059	2.217796	0.000021	2.218575	0.000001	2.218320	0.000033
3574528318.217000	2.217391	0.000010	2.218289	0.000000	2.218378	-0.000006	2.217796	0.000038	2.218542	-0.000027	2.218269	0.000000
3574528318.717000	2.217701	-0.000004	2.218329	0.000031	2.218416	0.000054	2.217740	-0.000010	2.218558	0.000005	2.218338	-0.000021
3574528319.217000	2.217470	0.000030	2.218336	0.000020	2.218405	0.000010	2.217736	0.000023	2.218551	-0.000044	2.218304	-0.000006
3574528319.717000	2.217767	-0.000010	2.218232	0.000037	2.218427	-0.000015	2.217693	0.000062	2.218537	0.000018	2.218367	0.000038
3574528320.215000	2.218476	0.000016	2.218095	-0.000014	2.218355	-0.000011	2.217766	0.000028	2.218498	0.000002	2.218354	0.000038
3574528320.718000	2.217417	0.000021	2.218296	0.000005	2.218361	0.000009	2.217783	0.000034	2.218583	-0.000017	2.218289	-0.000011
3574528321.217000	2.217717	0.000007	2.218333	-0.000025	2.218456	-0.000010	2.217762	-0.000005	2.218531	-0.000022	2.218302	-0.000028
3574528321.718000	2.217589	0.000059	2.218340	0.000083	2.218420	0.000001	2.217733	0.000059	2.218563	-0.000023	2.218306	0.000005
3574528322.217000	2.217888	0.000034	2.218265	-0.000021	2.218389	0.000014	2.217718	0.000009	2.218555	0.000020	2.218379	-0.000028
3574528322.717000	2.217840	0.000030	2.218275	-0.000010	2.218402	-0.000010	2.217787	0.000028	2.218499	-0.000012	2.218324	0.000055
3574528323.217000	2.217927	-0.000017	2.218292	0.000014	2.218436	0.000010	2.217767	-0.000001	2.218510	0.000016	2.218298	0.000017
3574528323.717000	2.217875	0.000026	2.218320	-0.000015	2.218467	0.000027	2.217765	0.000020	2.218499	-0.000007	2.218308	0.000004
3574528324.216000	2.218234	-0.000039	2.218175	0.000033	2.218379	0.000010	2.217719	0.000036	2.218547	-0.000047	2.218350	0.000034
3574528324.718000	2.217627	0.000014	2.218322	0.000014	2.218425	0.000054	2.217754	0.000015	2.218514	0.000004	2.218314	-0.000001
3574528325.219000	2.217486	0.000027	2.218248	0.000012	2.218378	-0.000028	2.217770	0.000043	2.218618	0.000038	2.218287	0.000015
3574528325.717000	2.217855	0.000005	2.218238	-0.000018	2.218483	0.000039	2.217716	0.000023	2.218513	0.000042	2.218340	0.000027
3574528326.217000	2.217858	-0.000018	2.218286	-0.000034	2.218447	0.000051	2.217714	-0.000021	2.218518	0.000043	2.218313	-0.000044
3574528326.717000	2.218058	0.000005	2.218301	0.000034	2.218459	0.000047	2.217708	-0.000006	2.218521	0.000016	2.218378	-0.000034
3574528327.218000	2.217666	0.000028	2.218345	0.000006	2.218419	-0.000016	2.217734	0.000001	2.218579	0.000002	2.218320	-0.000014
3574528327.717000	2.217835	0.000009	2.218326	0.000033	2.218424	0.000026	2.217704	-0.000031	2.218594	0.000054	2.218361	0.000049
3574528328.215000	2.218758	0.000041	2.218119	0.000015	2.218227	0.000005	2.217718	0.000001	2.218535	0.000000	2.218395	0.000025
3574528328.719000	2.217608	0.000005	2.218341	0.000020	2.218384	0.000032	2.217760	0.000028	2.218549	0.000018	2.218266	-0.000001
3574528329.217000	2.218023	-0.000005	2.218285	0.000036	2.218415	-0.000018	2.217704	0.000009	2.218499	0.000018	2.218309	0.000064
3574528329.716000	2.218349	0.000026	2.218160	0.000023	2.218384	0.000017	2.217708	0.000016	2.218469	0.000017	2.218356	-0.000031
3574528330.216000	2.218514	0.000031	2.218103	0.000047	2.218272	0.000053	2.217745	0.000036	2.218549	0.000026	2.218385	0.000004
