3574528830.690000	2.211219	0.000545	2.211594	0.000533	2.211880	0.000494	2.241407	0.000538
3574528831.191000	2.211199	0.000544	2.211590	0.000562	2.211789	0.000539	2.241450	0.000550
3574528831.691000	2.211193	0.000519	2.211637	0.000599	2.211748	0.000502	2.241327	0.000533
3574528832.190000	2.211160	0.000504	2.211607	0.000545	2.211889	0.000524	2.241397	0.000571
3574528832.690000	2.211234	0.000490	2.211628	0.000511	2.211806	0.000568	2.241399	0.000472
3574528833.191000	2.211173	0.000502	2.211606	0.000578	2.211747	0.000529	2.241350	0.000501
3574528833.690000	2.211176	0.000503	2.211615	0.000538	2.211890	0.000549	2.241366	0.000467
3574528834.191000	2.211197	0.000461	2.211631	0.000552	2.211733	0.000545	2.241359	0.000524
3574528834.690000	2.211209	0.000544	2.211626	0.000494	2.211796	0.000482	2.241308	0.000498
3574528835.191000	2.211198	0.000534	2.211654	0.000517	2.211775	0.000485	2.241329	0.000475
3574528835.691000	2.211189	0.000538	2.211597	0.000506	2.211722	0.000490	2.241339	0.000529
3574528836.190000	2.211209	0.000519	2.211631	0.000497	2.211786	0.000548	2.241287	0.000545
3574528836.691000	2.211178	0.000528	2.211585	0.000528	2.211774	0.000529	2.241311	0.000559
3574528837.190000	2.211198	0.000490	2.211551	0.000534	2.211819	0.000487	2.241279	0.000564
3574528837.691000	2.211207	0.000530	2.211659	0.000586	2.211842	0.000555	2.241297	0.000523
3574528838.190000	2.211192	0.000517	2.211607	0.000555	2.211863	0.000543	2.241264	0.000482
3574528838.690000	2.211197	0.000525	2.211604	0.000552	2.211896	0.000502	2.241282	0.000539
3574528839.191000	2.211188	0.000497	2.211660	0.000509	2.211817	0.000524	2.241270	0.000522
3574528839.690000	2.211229	0.000557	2.211568	0.000528	2.211889	0.000533	2.241244	0.000518
3574528840.191000	2.211205	0.000502	2.211602	0.000502	2.211824	0.000551	2.241235	0.000539
3574528840.690000	2.211189	0.000515	2.211636	0.000506	2.211937	0.000524	2.241236	0.000520
3574528841.190000	2.211223	0.000515	2.211575	0.000531	2.211895	0.000518	2.241237	0.000544
3574528841.691000	2.211131	0.000539	2.211612	0.000506	2.211840	0.000559	2.241251	0.000522
3574528842.191000	2.211194	0.000462	2.211632	0.000568	2.211866	0.000464	2.241260	0.000524
3574528842.690000	2.211216	0.000509	2.211565	0.000554	2.211956	0.000572	2.241205	0.000508
3574528843.191000	2.211177	0.000543	2.211644	0.000562	2.211923	0.000545	2.241242	0.000529
3574528843.690000	2.211246	0.000528	2.211580	0.000528	2.211996	0.000512	2.241207	0.000543
3574528844.190000	2.211214	0.000491	2.211655	0.000504	2.211988	0.000497	2.241218	0.000530
3574528844.690000	2.211199	0.000525	2.211616	0.000565	2.211960	0.000522	2.241209	0.000491
3574528845.191000	2.211182	0.000529	2.211584	0.000512	2.211922	0.000490	2.241238	0.000534
3574528845.690000	2.211149	0.000509	2.211628	0.000552	2.211959	0.000490	2.241163	0.000509
3574528846.191000	2.211195	0.000497	2.211626	0.000507	2.211951	0.000512	2.241216	0.000548
3574528846.690000	2.211244	0.000543	2.211669	0.000546	2.212036	0.000544	2.241274	0.000518
3574528847.191000	2.211251	0.000518	2.211639	0.000520	2.212017	0.000535	2.241201	0.000520
3574528847.691000	2.211200	0.000538	2.211595	0.000490	2.211981	0.000562	2.241189	0.000540
3574528848.190000	2.211251	0.000565	2.211613	0.000559	2.212049	0.000493	2.241152	0.000520
3574528848.691000	2.211266	0.000535	2.211632	0.000496	2.212027	0.000486	2.241143	0.000539
3574528849.190000	2.211183	0.000494	2.211621	0.000504	2.212051	0.000523	2.241212	0.000481
3574528849.690000	2.211192	0.000525	2.211617	0.000523	2.212072	0.000517	2.241111	0.000530
3574528850.191000	2.211241	0.000549	2.211638	0.000545	2.212061	0.000560	2.241189	0.000502
3574528850.691000	2.211251	0.000503	2.211622	0.000550	2.212007	0.000496	2.241143	0.000557
3574528851.190000	2.211257	0.000508	2.211589	0.000522	2.212130	0.000528	2.241188	0.000539
3574528851.690000	2.211250	0.000540	2.211613	0.000531	2.212083	0.000514	2.241190	0.000540
3574528852.191000	2.211207	0.000503	2.211597	0.000513	2.212067	0.000536	2.241158	0.000517
3574528852.690000	2.211253	0.000538	2.211638	0.000508	2.212139	0.000528	2.241174	0.000494
3574528853.190000	2.211244	0.000507	2.211644	0.000507	2.212083	0.000533	2.241190	0.000520
3574528853.690000	2.211240	0.000513	2.211610	0.000545	2.212135	0.000493	2.241148	0.000523
3574528854.191000	2.211229	0.000496	2.211685	0.000534	2.212093	0.000509	2.241162	0.000554
3574528854.691000	2.211248	0.000508	2.211641	0.000534	2.212049	0.000515	2.241158	0.000566
