3574528057.717000	2.221927	-0.000006	2.222534	0.000036	2.221858	0.000000	2.221593	0.000039	2.222228	-0.000005	2.222131	0.000028
3574528058.218000	2.221910	0.000012	2.222382	0.000023	2.221893	0.000005	2.221660	0.000060	2.222215	0.000037	2.222152	0.000025
3574528058.718000	2.221867	0.000064	2.222342	0.000025	2.221912	0.000052	2.221620	0.000011	2.222234	-0.000010	2.222199	0.000018
3574528059.219000	2.221881	0.000025	2.222246	0.000028	2.221952	0.000001	2.221672	0.000033	2.222260	0.000007	2.222154	0.000031
3574528059.719000	2.221880	0.000018	2.222268	0.000021	2.221963	0.000004	2.221704	-0.000004	2.222234	0.000020	2.222151	0.000005
3574528060.217000	2.221970	-0.000005	2.222523	0.000005	2.221898	0.000017	2.221586	0.000023	2.222266	0.000027	2.222173	0.000086
3574528060.729000	2.221210	-0.000015	2.222074	-0.000002	2.222075	0.000012	2.221604	0.000034	2.222354	0.000011	2.222109	-0.000020
3574528061.216000	2.221883	0.000064	2.222382	0.000033	2.221820	-0.000031	2.221569	0.000037	2.222287	0.000011	2.222140	0.000036
3574528061.717000	2.221935	0.000021	2.222589	0.000043	2.221781	0.000018	2.221517	0.000031	2.222270	0.000030	2.222154	0.000000
3574528062.217000	2.221917	0.000015	2.222570	0.000001	2.221826	-0.000006	2.221571	-0.000021	2.222249	0.000014	2.222197	0.000005
3574528062.717000	2.221943	-0.000009	2.222554	0.000021	2.221797	0.000015	2.221590	0.000054	2.222289	0.000023	2.222182	0.000025
3574528063.218000	2.221923	-0.000039	2.222440	0.000046	2.221916	-0.000041	2.221682	0.000028	2.222218	0.000017	2.222177	0.000032
3574528063.717000	2.221917	0.000037	2.222433	0.000006	2.221817	-0.000042	2.221574	0.000021	2.222301	0.000051	2.222127	0.000014
3574528064.217000	2.221896	-0.000004	2.222554	0.000041	2.221821	0.000014	2.221571	0.000038	2.222251	0.000021	2.222149	0.000063
3574528064.716000	2.221670	0.000015	2.222350	-0.000017	2.221788	-0.000010	2.221530	-0.000001	2.222293	0.000057	2.222205	0.000002
3574528065.216000	2.221660	0.000021	2.222377	0.000054	2.221832	0.000078	2.221596	-0.000044	2.222268	0.000002	2.222109	-0.000004
3574528065.717000	2.221884	0.000006	2.222426	0.000053	2.221765	0.000060	2.221565	-0.000016	2.222262	0.000011	2.222129	0.000038
3574528066.217000	2.221926	0.000054	2.222541	0.000022	2.221768	0.000002	2.221608	0.000031	2.222325	0.000023	2.222124	0.000059
3574528066.717000	2.221883	0.000025	2.222427	-0.000028	2.221800	-0.000026	2.221575	-0.000001	2.222242	0.000009	2.222172	0.000042
3574528067.219000	2.221865	-0.000001	2.222475	0.000020	2.221878	0.000063	2.221683	0.000037	2.222267	0.000014	2.222188	-0.000015
3574528067.716000	2.221728	0.000028	2.222393	0.000031	2.221783	0.000015	2.221586	0.000046	2.222294	-0.000001	2.222130	-0.000032
3574528068.217000	2.221930	0.000034	2.222467	0.000049	2.221814	-0.000001	2.221566	0.000046	2.222284	0.000028	2.222170	0.000011
3574528068.718000	2.221883	0.000007	2.222545	0.000041	2.221836	0.000016	2.221604	0.000010	2.222311	-0.000032	2.222123	0.000036
3574528069.217000	2.221695	-0.000011	2.222337	0.000018	2.221809	0.000020	2.221601	0.000009	2.222319	0.000039	2.222147	0.000011
3574528069.717000	2.221773	0.000041	2.222371	0.000051	2.221799	0.000011	2.221580	-0.000001	2.222305	0.000006	2.222154	0.000020
3574528070.213000	2.221237	0.000063	2.222040	-0.000002	2.222121	0.000022	2.221550	-0.000001	2.222366	0.000032	2.222049	0.000018
3574528070.719000	2.221914	0.000022	2.222446	0.000041	2.221869	0.000020	2.221644	0.000043	2.222257	0.000036	2.222111	0.000042
3574528071.217000	2.221909	0.000032	2.222506	0.000016	2.221739	0.000016	2.221582	0.000012	2.222273	0.000031	2.222138	0.000034
3574528071.718000	2.221944	-0.000005	2.222470	0.000083	2.221765	0.000036	2.221614	-0.000038	2.222326	0.000018	2.222212	-0.000015
3574528072.217000	2.221888	0.000057	2.222389	0.000021	2.221778	0.000092	2.221550	0.000037	2.222303	0.000055	2.222157	0.000004
3574528072.717000	2.221702	0.000065	2.222371	-0.000007	2.221806	0.000044	2.221601	0.000034	2.222298	-0.000009	2.222177	0.000010
3574528073.216000	2.221709	-0.000009	2.222379	0.000041	2.221831	0.000026	2.221576	0.000041	2.222311	0.000031	2.222142	0.000004
3574528073.717000	2.221779	0.000018	2.222416	0.000036	2.221742	-0.000025	2.221620	0.000034	2.222301	0.000026	2.222135	0.000067
3574528074.219000	2.221878	0.000012	2.222487	0.000012	2.221872	0.000062	2.221663	-0.000015	2.222236	0.000018	2.222183	0.000017
3574528074.718000	2.221869	-0.000004	2.222516	-0.000002	2.221891	-0.000015	2.221619	-0.000022	2.222325	0.000087	2.222175	0.000039
3574528075.217000	2.221912	0.000021	2.222575	-0.000020	2.221740	0.000022	2.221599	0.000007	2.222256	-0.000031	2.222157	0.000042
3574528075.717000	2.221889	-0.000004	2.222440	-0.000017	2.221810	0.000036	2.221554	0.000002	2.222289	-0.000028	2.222118	0.000021
3574528076.217000	2.221781	0.000001	2.222410	0.000062	2.221778	0.000018	2.221556	-0.000020	2.222292	0.000023	2.222122	0.000010
